Project Name,Registration No.,Promoter Name,Project Address,Date of Registration
TEJASWIS SHREE MAHESHWAR COMPLEX,BRERAP20432-6/1101/R-1022/2020,TEJASWI INFRAATECH PRIVATE LIMITED,"BANKERS COLONY, Block- Alinagar Mauja - धमसाईन District - DarbhangaPlot No -982",26 Aug 2020
TEJPRABHA RESIDENCY,BRERAP00632-5/149/R-1459/2022,VIKRAMSHILA DEVELOPERS PRIVATE LIMITED,"Lalganj Road,Near Newa Lal Chowk,Purnea, Block- Purnia East Mauja - लालगंज District - PurneaPlot No -372 part",06 Sep 2022
THE ASHOKA RESIDENCY,BRERAP0002207-1/1204/R-985/2020,KAAF INFRASTRUCTURE PRIVATE LIMITED,"IAS COLONY,NEAR DO MUHAN, BODH GAYA, Block- Bodh Gaya Mauja - बोध गया District - GayaPlot No -16,12, 18",12 Jun 2020
The Crown,BRERAP93630-1/1225/R-1098/2021,Hira Panna InfraProjects LLP,"plot no-645, opp-Pillar No-263 Suraj Suman Nagar, Rupaspur Nahar Road, Block- Danapur Mauja - सिकन्दरपुर District - PatnaPlot No -Plot No-645 Khata No-277",18 Jan 2021
The Emperor,BRERAP93630-002/84/R-1594/2023,Hira Panna InfraProjects LLP,,16 Aug 2023
THE GREAT ASHOKA CITY,BRERAP00040-2/894/R-893/2020,Aparna Architect and Engicons Pvt. Ltd,"THANA NO 19, MAUZA RANIPUR, NORTH OF RANIPUR, NEAR BRIJ HONDA SHOWROOM, PATNA CITY, PATNA, Block- Patna Sadar Mauja - रानीपुर District - PatnaPlot No -2536, 2537, 2539, 2540, 2644, 2645, 2654, 2655, 2656, 2658, 2659, 2660, 2661, 2662, 2664, 2665, 2666, 2667, 2668, 2669, 2670, 2671, 2672, 2673, 2674, 2675, 2676, 2677, 2681, 2682, 2683, 2684P",30 Oct 2023
THE HERITAGE,BRERAP41413-1/800/R-491/2019,PLATINUM & MUNDESHWARI,"VILL- MUSTAFAPUR, THANA NO. 36, DANAPUR, Block- Danapur Mauja - मुस्ताफापुर District - PatnaPlot No -671, 672, 673, 674",06 Mar 2019
THE IMPERIAL,BRERAP00308-3/59/R-1357/2022,SHREE SHYAM INFRACON,"PLOT NO-361, KHATA NO-17, THANA NO-23, MAUZA-DHELWA, PATNA , Block- Phulwari Sarif Mauja - ढेलवॉ District - PatnaPlot No -361",24 Apr 2023
THE IMPERIAL CROWN BODHGAYA,BRERAP00443-1/444/R-380/2019,MAURYA HEIGHTS BUILDCON PRIVATE LIMITED,,30 Jan 2019
THE LANDMARK GOLD,BRERAP00037-1/112/R-199/2018,VHP REAL ESTATE,"THE LANDMARK GOLD, MAIN KHAGAUL ROAD, SAGUNA MORE, DANAPUR, PATNA, Block- Danapur Mauja - ववक्करपुर District - PatnaPlot No -15(P)",01 Oct 2018
The London Heights,BRERAP12450-002/144/R-1658/2024,PIONEER BUDDHA CONSTRUCTION PRIVATE LIMITED,,07 Mar 2024
The Nest,BRERAP00325-3/289/R-647/2019,Makan Developers (I) Pvt. Ltd.,"Mauza- Rushtampur, Tauzi-5854, Thana-17, Khata-167, 129, Block- Danapur Mauja - मैनपुरा District - PatnaPlot No -361 & 365(P)",28 May 2019
The Residency-City Centre Patna,BRERAP05734-1/994/R-766/2019,UTKARSH SFATIK LIMITED,"Lodhipur, Budha Marg, Patna, Block- Patna Sadar Mauja - अङरा District - PatnaPlot No -On a portion of plot nos. 157, 158, 159-P, 160, 161, 162 AND 60-P",13 Sep 2019
THE SAI GREEN,BRERAP00724-1/697/R-744/2019,TCW REALTY PRIVATE LIMITED,,27 Aug 2019
"THE SAI GREEN PHASE 1, 2",BRERAP00724-2/698/R-837/2018,TCW REALTY PRIVATE LIMITED,,06 Dec 2021
The Shoppers Mall,BRERAP00024-4/1265/R-1168/2021,CONCICON CONSTRUCTION PVT LTD,"Main Bailey Road, Rukanpura, Patna-14, Block- Danapur Mauja - रुकनपुरा District - PatnaPlot No -112,95/725",15 Jul 2021
THE SUN SHINE CITY,BRERAP00304-1/232/R-405/2019,SAMEER INFRA PROJECTS PVT LTD,"PARSA SAMPATCHAK ROAD, Block- Phulwari Sarif Mauja - छतनॉ District - PatnaPlot No -145,670,6071",07 Feb 2019
TIRUVANT PURAM CITY VIDHUT NAGAR,BRERAP00417-3/458/R-293/2018,NESH INDIA INFRASTRUCTURE PVT LTD,"AADAMPUR,KHAGAUL,DANAPUR,PATNA, Block- Danapur Mauja - आदमपुर कला District - PatnaPlot No -219,273,276,277,278,279,280,281,282,283,284,287,289,292,293,294,295,298,298,299,300,301,302,303,305,306,307,308,317",15 Mar 2022
TIRUVANTPURAM CITY A.G.,BRERAP00417-5/460/R-371/2019,NESH INDIA INFRASTRUCTURE PVT LTD,"ADAMPUR,DANAPUR,KHAGUAL,PATNA, Block- Danapur Mauja - आदमपुर कला District - PatnaPlot No -	14,196,198,214,215,E199 SOCIETY PLOT NO C/1,C/2,C/3,C/4,C/5,C/6,C/7,C8,C/9,C/10,C/11,C/13,C/14,C/125,D/1,D/2,D/3,D/4,D/5,D/6,D7,D/8,D/9,D/10,D/11,D/12,D/13AND/14",28 Jan 2019
Tiwary Tower,BRERAP42755-1/162/R-1460/2022,Amar Nath Tiwary,,31 May 2023
Tribeni Galaxy,BRERAP00240-1/158/R-94/2018,GANPATI INFRA BUILDCON PVT LTD,"Khata no. 26, Tauzi No. 5516, Mauza: Jalalpur, Survey Thana no. 22, Block- Danapur Mauja - जलालपुर District - PatnaPlot No -04",17 Jul 2018
TRIBHUWAN COMPLEX,BRERAP00203-1/98/R-44/2018,MAHADEV DEVELOPERS,"Tribhuawan Nagar Choti Phari, Agamkuan, Block- Patna Sadar Mauja - पहाडी District - PatnaPlot No -369,370",07 Jun 2018
tribhuwan's Garden,BRERAP00257-2/467/R-189/2018,TRIBHUWAN DEVELOPERS & CONSTRUCTION PVT LTD,"North Of Sachiwalay Colony, mauza- Kothwan, Danapur, Patna, Block- Danapur Mauja - कोथवॉ District - PatnaPlot No -50",26 Sep 2018
Trinetri Dham,BRERAP00069-5/150/R-103/2018,Satvika Bindhyawasinis Construction Pvt. Ltd.,,24 Jul 2018
TULSI BIHAR,BRERAP00613-4/481/R-384/2019,RAJ CONSTRUCTION,"DUJRA, BUDHA COLONY, Block- Patna Sadar Mauja - दुजरा District - PatnaPlot No -859",31 Jan 2019
TWIN TOWER,BRERAP00212-5/198/R-1504/2022,Geetanjali Real Tech Private Limited,"BIHTA,AMHARA, Block- Bihta Mauja - अमहारा District - PatnaPlot No -2043",23 Dec 2022
UJJWAL CITY,BRERAP00124-1/41/R-104/2018,UJJWAL HOMES PRIVATE LIMITED,,24 Apr 2023
UMA CHANDRA HEIGHTS,BRERAP04053-1/43/R-1573/2023,MAA BUILDCON DEVELOPERS,,24 May 2023
UMA NARAYAN CITY,BRERAP00737-2/701/R-695/2019,MANGO CONSTRUCTION PRIVATE LIMITED,"Mohanpur, Thana No-181, Samsatipur, Bihar., Block- Samastipur_sadar Mauja - मोहनपुर District - SamastipurPlot No -1572/2221(P), 1540/2226, 1573/2225, 1574/2224, 1575/2191(P) ,1601",24 Apr 2023
UMA RESIDENCY,BRERAP53025-1/1220/R-1067/2020,IYOM INDIA CONSTRUCTION PRIVATE LIMITED,"GODHANA, BIHTA, Block- Bihta Mauja - गोढना District - PatnaPlot No -4421P",25 May 2023
UMEED NAGAR TOWNSHIP,BRERAP40356-1/210/R-1514/2022,Umeed Builder & Constructor Private Limited,"PLOT NO 213 NEAR KESHAV SARASWATI VIDHYA MANDIR SCHOOL MARCHA MARCHI ROAD RANIPUR CHAK BYPASS THANA  PATNA CITY, Block- Patna Sadar Mauja - रानीपुर मिल्‍की District - PatnaPlot No -213 P",10 Jan 2023
UMESH ELITE,BRERAP700041-008/89/R-1613/2023,NUTAN CONSTRUCTION,,31 Oct 2023
Universal Business Park,BRERAP00693-2/689/R-908/2020,Grih Bhoomi Nirman Pvt Ltd,"Saguna More, Bailey Road, Danapur, Patna., Block- Danapur Mauja - सगुना District - PatnaPlot No -103,104",17 Feb 2020
Universal Classic 1,BRERAP00073-2/178/R-114/2018,Universal Green Infra Ltd,"S.K.Puram Lane no 15, Arya Samaj Mandir Road, Block- Danapur Mauja - दियारा दानापुर शहजादपुर District - PatnaPlot No -151",27 Jul 2018
Universal Classic 2,BRERAP00073-5/557/R-462/2019,Universal Green Infra Ltd,"Beside The Tribhuvan School, Vijay Singh Yadav Path, Khagaul Road, Danapur, Patna, Block- Danapur Mauja - आशोपुर District - PatnaPlot No -222",27 Feb 2019
Universal Garden,BRERAP00073-1/45/R-42/2018,Universal Green Infra Ltd,"Saguna More, Balajee Nagar, Danapur, Patna, Block- Danapur Mauja - सगुना District - PatnaPlot No -151",05 Jun 2018
UNIVERSAL PALACE,BRERAP92324-1/963/R-673/2019,BRAJENDRA KUMAR BUILDERS PRIVATE LIMITED,"Mauza- Kumhrar, Thana- Sultanganj, Patna., Block- Patna Sadar Mauja - कुम्‍हरार District - PatnaPlot No -326 -P",19 Jun 2019
Universal Royal Residency,BRERAP00073-9/36/R-87/2018,Universal Green Infra Ltd,"R.K.Puram, Saguna More, Khagaul Road, Danapur, Patna, Block- Bihta Mauja - अमहारा District - PatnaPlot No -75(P),76,77,78",10 Jul 2018
UNIVERSAL TOWER,BRERAP000462-1/343/R-940/2020,UNIVERSAL INFRA HOMES,"PLOT NO 266,MAINPURA NEAR KURJI MORE, Block- Patna Sadar Mauja - मैनपुरा District - PatnaPlot No -266",29 Apr 2020
Universal Ultima,BRERAP00073-6/690/R-921/2020,Universal Green Infra Ltd,"R.P.S More, Raghunath Path, Bailey Road, Patna., Block- Danapur Mauja - कोथवॉ District - PatnaPlot No -82",05 Mar 2020
UPREM APARTMENT,BRERAP00396-3/228/R-1524/2023,Srisatya Sai Homes Pvt. Ltd.,"KHATA NO-1869,PLOT NO-808, MAUZA- VAJIDPUR DIGHA, PATNA , Block- Patna Sadar Mauja - दीघा District - PatnaPlot No -808",27 Jan 2023
UR RAVI KARAN COMPLEX,BRERAP15818-7/170/R-1297/2022,SOUMYVINAYAK CONSTRUCTION PVT.LTD,"Mauza-Udaini Dist-Patna, Block- Sampatchak Mauja - उदैनी District - PatnaPlot No -Plot No-817 Khata No-27",15 Mar 2022
URBAN PLAZA,BRERAP00251-1/250/R-323/2018,AZALFA BUILDING CONSTRUCTION PVT LTD,"BARI PATH BESIDE KHETAN MARKET BAKARGANJ, Block- Patna Sadar Mauja - मोहर्रमपुर District - PatnaPlot No -866,261",28 Dec 2018
URBANE COURT,BRERAP00243-11/739/R-482/2019,APNA AWAS CONSTRUCTION PVT.LTD.,"URBANE COURT, Ambedkar Path, Off Bailey Road, Patna., Block- Danapur Mauja - सादिकपुर District - PatnaPlot No -46",01 Mar 2019
URMILA ARCADE,BRERAP00216-1/79A/R-99/2018,"PROP. Alok Agrawal, MITTAL INFRASTRUCTURES","Anandgarh Palace Campus, suryamohan thakur road, Bhagalpur., Block- Jagdishpur Sadar Mauja - आनन्दगढ़ बरारी(वार्ड न.2) District - BhagalpurPlot No -358,366,356,357",19 Jul 2018
Urmila Enclave,BRERAP00043-7/13/R-1550/2023,SK BUILDERS & COLONISOR PRIVATE LIMITED,"Plot No.- 589, Khata No.- 486, Thana No.- 21, Thana- Danapur, Mauza- Danapur, Dist- Patna, Block- Danapur Mauja - दियारा दानापुर शहजादपुर District - PatnaPlot No -589",12 Apr 2023
URMILA REGENCY,BRERAP00457-1/548/R-354/2019,GURUDEV INFRAHOMES PRIVATE LIMITED,"MAHUABAGH, DHANAUT, PHULWARI, Block- Danapur Mauja - धनौत District - PatnaPlot No -1170",22 Jan 2019
URMILA TOWER,BRERAP90932-1/1321/R-1110/2021,VANASTHALI HOME LLP,"URMILA TOWER, NEAR PGS MORE, KHAGAUL ROAD, PATNA , Block- Danapur Mauja - मुस्ताफापुर District - PatnaPlot No -706",28 Jan 2021
URMILA VATIKA,BRERAP00165-10/536/R-365/2019,GRIHVATIKA HOMES PRIVATE LIMITED,"BISHUNPUR PAKDI PATNA THANA NO 31, Block- Danapur Mauja - विशुनपुर District - PatnaPlot No -325",24 Jan 2019
US Tower,BRERAP00325-4/1196/R-1010/2020,Makan Developers (I) Pvt. Ltd.,"Khata No. 162, 166, Mauza Majhauli Khetal, Thana No. 333, Tauzi 3463, 900/5, Ward No. 27, Block- Musahari Mauja - मझौलि खेतल District - MuzaffarpurPlot No -752, 762",04 Aug 2020
usha bharti,BRERAP00597-1/541/R-432/2019,BHARTI PROJECTS MEDIA AND INFRATECH,"usha bharti', main road,juran chapra, Block- Musahari Mauja - जुरन छपरा District - MuzaffarpurPlot No -190",15 Feb 2019
USHA HEIGHT,BRERAP00356-010/04/R-1640/2024,Vastu vastaya builder pvt ltd,,01 Feb 2024
USHA RESIDENCY,BRERAP15818-8/66/R-1390/2022,SOUMYVINAYAK CONSTRUCTION PVT.LTD,"At-Mauza-Udaini, Thana-Gopalpur, Dist-Patna, Block- Sampatchak Mauja - उदैनी District - PatnaPlot No -Khata No-44 Plot No-566",06 May 2022
USHA SADAN,BRERAP12549-001/197/R-1759/2024,SULTAN AHMED,,04 Sep 2024
USHA TOWER,BRERAP00907-4/1242/R-1232/2021,Sidhanta Estate Pvt. Ltd.,"Kumhrar, Agamkuan, Patna city, Block- Patna Sadar Mauja - कुम्‍हरार District - PatnaPlot No -334P",26 Oct 2021
USHA VILLA,BRERAP33626-1/1025/R-789/2019,LOKANKARA INFRASTRUCTURE DEVELOPERS PRIVATE LIMITED,"Mauza-Nayachak, Azimabad, Sampatchak, Patna., Block- Sampatchak Mauja - नया चक District - PatnaPlot No -41 P",21 Oct 2019
USHAISHWARI BRINDA RESIDENCY,BRERAP00690-3/47/R-1355/2022,BRINDA RESIDENCY PRIVATE LIMITED,"ALAMGIRPUR, GEWALBIGHA, WHITE HOUSE COMPOUNDCHANDAUTI, GAYA , Block- Sadar Gaya Mauja - आलमगीरपुर ( सर्वे वार्ड 5, 9,15 व 10 District - GayaPlot No -4823K,4824K,1658N",06 Apr 2022
UTTAM CITY,BRERAP00856-1/570/R-430/2019,DHARMENDRA SHASI CONSTRUCTION COMPANY PRIVATE LIMITED,"DANAPUR, , Block- Danapur Mauja - मैनपुरा District - PatnaPlot No -158 AND 176",14 Feb 2019
UTTAM VEENA RESIDENCY,BRERAP52459-1/101/R-1344/2022,UTTAM CONSTRUCTION AND DEVELOPERS,"LUV KUSH NAGAR, NEAR ESIC COLONY, DANAPUR, PATNA , Block- Danapur Mauja - दियारा दानापुर शहजादपुर District - PatnaPlot No -1676",05 Apr 2022
V.K TEJ TOWER,BRERAP94116-1/34/R-1566/2023,SOYAL CONSTRUCTION AND DEVELOPERS PRIVATE LIMITED,"MAGADH COLONY, MAUZA-CHANDAUTI, THANA - MAGADH MEDICAL COLLEGE, GAYA , Block- Sadar Gaya Mauja - चन्‍दौती District - GayaPlot No -641N,642N,642/846N",09 May 2023
V.S REGALIA,BRERAP15508-2/212/R-1791/2024,MALHOTRA INFRATECH PRIVATE LIMITED,"AGHORIYA BAZAR, MUZAFFARPUR, Block- Musahari Mauja - गन्नीपुर District - MuzaffarpurPlot No -412, K,KHA,GA,GHA",30 Dec 2024
VAIBHAV REGALIA,BRERAP00318-6/63/R-1411/2022,VAIBHAV BUILDERS & CONSTRUCTION,"NEAR AIMS HOSPITAL, Block- Sadar Gaya Mauja - हरियो District - GayaPlot No -178/325/60",13 Jun 2022
Vaishali Park,BRERAP00325-1/218/R-805/2019,Makan Developers (I) Pvt. Ltd.,"Dighikala, Block- Hajipur Mauja - दिग्‍घी कला District - VaishaliPlot No -1688, 1693, 1691, 1654, 1670, 1640, 1635, 1566, 4672, 1576",31 Oct 2019
Vaishnavi  Enclave,BRERAP00323-2/319/R-289/2018,SHRISTI HOMES PVT LTD,"Dharmpur, Katrahiya, Darbhanga. , Block- Darbhanga Mauja - करहटिया District - DarbhangaPlot No -91,92,93,109,110",11 Dec 2018
Vaishnavi Enclave,BRERAP12343-001/82/R-1590/2023,MEENAKSHI PLANNERS AND CONSTRUCTION PRIVATE LIMITED,,20 Jul 2023
Vaishnavi Enclave,BRERAP0005738-2/1166/R-974/2020,Maitreyee Mahanirman LLP,"Mauza Rustampur, Shahpur or Sikanderpur, Thana Danapur, Thana no. 17, Tauzi 5855, Khata no. 57, Block- Danapur Mauja - सिकन्दरपुर District - PatnaPlot No -91",08 May 2020
Vaishnavi Enclave,BRERAP00036-1/61/R-37/2018,ASHIRWAD ENGICON PRIVATE LIMITED,"R.k Puram, Danapur, Patna, Block- Danapur Mauja - मैनपुरा District - PatnaPlot No -692,693,696,698,2171",04 Jun 2018
Valencia,BRERAP03354-1/26/R-1157/2023,Rajshahi Buildcon Private Limited,"Mauza- Jalalpur, C. Survey Plot No.- 368 P, Khata No.- 151, Thana No.- 22, Tauzi No.- 5534,  Thana- Danapur, Dist- Patna, Bihar, Block- Danapur Mauja - जलालपुर District - PatnaPlot No -368 P",21 Apr 2023
Vamika Residency,BRERAP00199-2/874/R-558/2019,Vamika Homes Pvt.Ltd,"SriNath Colony Ramnagari Khajpura Patna , Block- Patna Sadar Mauja - खाजपुरा District - PatnaPlot No -259",04 Apr 2019
Vamika Residency,BRERAP00199-3/1060/R-798/2019,Vamika Homes Pvt.Ltd,"Lal bahadur Shastri Nagar Patna, Block- Patna Sadar Mauja - शेखपुरा District - PatnaPlot No -289",25 Oct 2019
VARMA BHAWAN,BRERAP00373-1/439/R-328/2019,AURA CONSTRUCTION,"MITHPUR B AREA, MITHAPUR, P.S. JAKKANPUR, NEAR GORIA MATH, PATNA, Block- Banjariya Mauja - तड़कुलवा District - East ChamparanPlot No -19",02 Jan 2019
Vastu Kiran Phase 1,BRERAP80549-2/1208/R-1181/2021,Nitish Kumar,"Near Ashok Dham temple , Ward No.-1 Mouza - Chouki, Lakhisarai, Block- Lakhisarai Mauja - चौकी District - LakhisaraiPlot No -288",18 Aug 2022
VASTU VIHAR  SASARAM PH-03 EXT-01,BRERAP00015-59/859/R-1015/2020,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"KUMAHU MORSARAI SASARAM, Block- Sheosagar Mauja - सराय District - RohtasPlot No -223,224,227",18 Aug 2020
VASTU VIHAR AIIMS -1 PROJECT-6,BRERAP00015-10/236/R-330/2019,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"BHUSHAULA, DANAPUR, PATNA, Block- Phulwari Sarif Mauja - भुसौला दानापुर District - PatnaPlot No -417,423,1666",04 Jan 2019
VASTU VIHAR AIIMS PROJECT-7,BRERAP00015-9/237/R-641/2019,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"NAHARPURA, JANIPUR, PATNA, Block- Phulwari Sarif Mauja - नहरपुरा District - PatnaPlot No -1078,1088,1089,1090,1093",23 May 2019
VASTU VIHAR ARA PH-02 EXT-01,BRERAP00015-84/1346/R-1149/2021,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"KAYAMNAGAR,ARA,BHOJPUR., Block- Koilwar Mauja - कायमनगर District - BhojpurPlot No -573",19 Apr 2021
VASTU VIHAR ARA PH-03,BRERAP00015-80/114/R-1427/2022,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"SAKARDIH PACHAYANA ROAD NEAR KRISH FARM KOILWAR, Block- Koilwar Mauja - कुल्हडिया District - BhojpurPlot No -1141,1144",01 Jul 2022
VASTU VIHAR ARA PH-03 EXT-01,BRERAP00015-95/05/R-1553/2023,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"AINWA, Block- Koilwar Mauja - कुल्हडिया District - BhojpurPlot No -1141",20 Apr 2023
VASTU VIHAR ARAH PHASE 02,BRERAP00015-2/364/R-711/2019,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"KAYAM NAGAR, Block- Koilwar Mauja - कायमनगर District - BhojpurPlot No -579,578,574,576,580,584,581,505,506",04 Apr 2022
"VASTU VIHAR ARAH PHASE-01, EXTENSION-01",BRERAP00015-15/365/R-615/2019,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"VILL. EKONA, ARAH, BHOJPUR, Block- Barhara Mauja - एकौना District - BhojpurPlot No -1811,1812,1813,2006,1810,1801,1802,2011,2012,2007,2008,2019",09 May 2019
VASTU VIHAR ASHOPUR PROJECT-04,BRERAP00015-11/238/R-637/2019,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"JAMSAUT, ASHOPUR, DANAPUR, PATNA, Block- Danapur Mauja - जमसौत District - PatnaPlot No -2521,2522,2528,2529,2530,2531,2532,2536",21 May 2019
VASTU VIHAR AURANGABAD PH-02,BRERAP00015-82/192/R-1559/2022,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"RAMPUR TOLA DHANHARA, Block- Aurangabad Mauja - रामपुर District - AurangabadPlot No -1241,1242,1243",21 Apr 2023
VASTU VIHAR AURANGABAD PH-03,BRERAP00015-60/958/R-867/2019,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"CHATRA,SILLAD, Block- Aurangabad Mauja - चतरा District - AurangabadPlot No -761,762,763,755",17 Dec 2019
VASTU VIHAR AURANGABAD PHASE 01 EXTENSION 01,BRERAP00015-51/838/R-776/2019,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"BIJAULI, AURANGABAD, Block- Deo Mauja - बिजौली District - AurangabadPlot No -99,104,105",23 Sep 2019
VASTU VIHAR BEGUSARAI PH 01 EXTENSION 01,BRERAP00015-46/841/R-918/2020,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"VILLAGE PACHAMBA CHANWARA, SUHRIDNAGAR, BEGUSARAI, Block- Begusarai Mauja - पचम्‍बा District - BegusaraiPlot No -763",05 Mar 2020
VASTU VIHAR BEGUSARAI PH 02,BRERAP00015-45/845/R-613/2019,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"MAUJA LAGAULI, VILLAGE TILRATH, BEGUSARAI, Block- Barauni Mauja - लगौली District - BegusaraiPlot No -255,256",09 May 2019
VASTU VIHAR BETTIAH PHASE 01 NANO,.RERAP2311201700015-27,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"ARERAJ ROAD, BARWAT SENA, BETTIAH, WEST CHAMPARAN, Block- Bettiah Mauja - बरवत सेना District - West ChamparanPlot No -1155,724",29 Mar 2022
VASTU VIHAR BHAGALPUR  PHASE 02 EXTENSION 01,BRERAP00015-38/846/R-998/2020,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,,07 Jul 2020
VASTU VIHAR BHAGALPUR PHASE 01 EXTENSION 01,BRERAP00015-37/884/R-903/2020,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"VILLAGE PISTA, BHAGALPUR, Block- Jagdishpur Sadar Mauja - पिस्ता District - BhagalpurPlot No -309",17 Feb 2020
VASTU VIHAR BUXAR PH-02,BRERAP00015-73/1154/R-1123/2021,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"HUKAHA, Block- Buxar Mauja - हुकहा District - BuxarPlot No -775",04 Feb 2021
VASTU VIHAR BUXAR PH-02 EXT-01,BRERAP00015-97/22/R-1536/2023,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"HUKAHA BUXAR, Block- Buxar Mauja - हुकहा District - BuxarPlot No -775",03 Mar 2023
VASTU VIHAR CHHAPRA PHASE 01 EXTENSION 01,BRERAP00015-34/788/R-527/2019,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"RATANPURA, CHHAPRA, Block- Saran Sadar Mauja - रतनपुरा District - SaranPlot No -272,266,267",25 Mar 2019
VASTU VIHAR COMMERCIAL COMPLEX CHHAPRA PHASE-02,BRERAP00015-36/805/R-1150/2021,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"BRAHAMPUR, CHHAPRA, Block- Saran Sadar Mauja - ब्रह्मपुर District - SaranPlot No -4340",19 Apr 2021
VASTU VIHAR DARBHANGA PH-03 EXT-01,BRERAP00015-58/857/R-907/2020,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"DHOI DARBHANGA, Block- Darbhanga Mauja - धोई District - DarbhangaPlot No -2285,2304,2307,2305,2301,2306",17 Feb 2020
VASTU VIHAR DARBHANGA PHASE 01 EXTENSION 01,BRERAP00015-22/763/R-636/2019,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"VILLAGE CHAKKA, PO. LALSAHPUR, P.S. MABBI O.P., Block- Darbhanga Mauja - चक्का District - DarbhangaPlot No -204,205,206/279",21 May 2019
VASTU VIHAR DEHRI PH 01 EXTENSION 01,BRERAP00015-52/837/R-786/2019,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"KATAR, DEHRI, ROHTAS, Block- Dehri Mauja - कटार District - RohtasPlot No -1295",18 Oct 2019
VASTU VIHAR DEHRI PH 02 EXTENSION 01,BRERAP00015-63/1048/R-841/2019,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"MAUJA BADIHA, Block- Dehri Mauja - बडीहाँ District - RohtasPlot No -317,334,335",20 Nov 2019
VASTU VIHAR DEHRI-ON-SONE PH-02 EXT-02,BRERAP00015-77/1309/R-1108/2021,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"MOUZA- BADIHAN P.S- INDRAPURI, Block- Dehri Mauja - बडीहाँ District - RohtasPlot No -334",28 Jan 2021
VASTU VIHAR DEHRI-ON-SONE PH-02 EXT-03,BRERAP00015-78/164/R-1351/2022,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"BADIHAN, Block- Dehri Mauja - बडीहाँ District - RohtasPlot No -319",06 Apr 2022
VASTU VIHAR GAYA PHASE-03 EXTENSION -2,BRERAP00015-19/340/R-494/2019,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"KAIYA, MANPUR, GAYA, Block- Manpur Mauja - कईया District - GayaPlot No -2267,2277,2245,2274,2287,2284,2269,2264,2281,2283",11 Mar 2022
VASTU VIHAR GAYA PHASE-03 EXTENSION-1,BRERAP00015-18/342/R-490/2019,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"KAIYA, MANPUR, GAYA, Block- Manpur Mauja - कईया District - GayaPlot No -2245,2264,2274,2277",06 Mar 2019
VASTU VIHAR GAYA PHASE-04,BRERAP00015-17/339/R-600/2019,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"BODH GAYA,GAYA, Block- Bodh Gaya Mauja - बोध गया District - GayaPlot No -224,225",22 Apr 2019
VASTU VIHAR GAYA PHASE-05,BRERAP00015-20/338/R-318/2018,TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED,"VILLAGE MASTPURA, GAYA, Block- Manpur Mauja - कईया District - GayaPlot No -759,792,794,796,799,798,",28 Dec 2018
