Project Name,Builder Name,Project Address,Avg Price psft,Completion date,Sizes,Project Area,RERA,Project Size - Tower Count,Project Size - Unit Count,Configurations,Amenities - Count,Amenities - List,Photos Count,Videos Count,Media Count,Review Count,Builder-Established Date,Builder-Project count,Builder description,Possession Status,Launch Date,Price trends
SSVR Niyaara,SSVR BUILDERS,"1km From Forum Value Mall, Sorahunase Village, Varthur, Bangalore East , Bangalore",₹9.3 K/sq.ft,"Dec, 2026",1180 - 1635 sq.ft.,4.82 Acres,PRM/KA/RERA/1251/446/PR/160224/006626,,394,"2, 3 BHK Apartments",12,"Children's Play Area, Service Lift, Amphitheater, Yoga / Meditation Area, Cricket Pitch, Swimming Pool, Lift(s), Landscaping & Tree Planting, 24x7 CCTV Surveillance, Gymnasium, Closed Car Parking, +12 more",Not Found,Not Found,Not Found,0,3,Not Found,"We take pride in being one of the top Builder in Bangalore. Our mission revolves around turning the cherished dreams of countless individuals into reality—owning a home. We are dedicated to offering luxurious apartment residences at budget-friendly rates. Our homes are designed to enhance your lifestyle while ensuring every space is both beautiful and practical. We firmly believe that everyone deserves to experience the joy of homeownership without compromising on quality or style. Our humble beginnings and customer first approach has made us one of the top builders in Bangalore.. With more than a decade in the market and a track record of successfully completing over 13 projects, we've gained the trust and respect of our valued clients. Our longevity in the industry is a testament to our commitment to quality and excellence.Our success story wouldn't be complete without our customers. We've always placed their needs and desires at the forefront of our operations. Understanding the importance of a home, we've strived to exceed customer expectations at every turn.",Under Construction,"Jan, 2024",Not Found
Assetz Soho And Sky,ASSETZ PROPERTY GROUP,"Behind Jakkur Aerodrome, Jakkur, North Bangalore, Bangalore",₹11.72 K/sq.ft,"Sep, 2026",2015 - 2799 sq.ft.,4.5 Acres (75% open),PRM/KA/RERA/1251/472/PR/250322/004785,,114,"3, 4 BHK Apartments",12,"Spa, Skating Rink, Swimming Pool, Vastu Compliant, Fire Sprinklers, Fire Fighting System, Kid's Pool, Gymnasium, Car Parking, 24X7 Water Supply, Jogging Track, +25 more",Not Found,Not Found,Not Found,0,2006,49,"Assetz is a pioneer in the real estate sector. Founded in 2006, the company has seen a surge in growth over the past 15 years, making it an ‘A Grade’ player in the market. The journey started in the commercial segment, with award winning projects such as Vrindavan Tech Village (now Embassy Tech Village) and Global Technology Park, both of which have been successfully delivered and exited.",Under Construction,"Apr, 2022",₹10.6K/sq.ft
Godrej Ananda,GODREJ PROPERTIES LTD.,"Bagalur, North Bangalore, Bangalore",₹13.32 K - 14.46 K/sq.ft,₹13.32 K - 14.46 K/sq.ft,191 - 896 sq.ft.,0.54 Acres,PRM/KA/RERA/1251/309/PR/210331/004084,,,"Studio, 1, 1.5, 2, 3 BHK Studio Apartment,Apartments",12,"Amphitheater, Spa, Skating Rink, Table Tennis, Mini Theatre, Business Suites, Kid's Pool, Electrification(Transformer, Solar Energy etc), Water Softner Plant, Car Parking, 24X7 Water Supply, +74 more",Not Found,Not Found,Not Found,0,1990,298,"Godrej Properties Ltd is the real estate segment of the 120-year Godrej Group. Established in 1990, the developer is known for its excellent craftsmanship in developing contemporary housing projects which cover commercial, infrastructural and residential spaces including townships. It has been accredited with over 200 awards and recognitions such as the “Real Estate Company Of The Year” at the Construction Week India Awards 2015, ‘Golden Peacock Award for Sustainability’ for the year 2015 by Institute Of Directors (IOD), “Most Reliable Builder for 2014"" at the CNBC AWAAZ Real Estate Awards 2014, “Innovation Leader in Real Estate” award at the NDTV Property Awards 2014 and “Popular Choice - Developer of the Year” award by ET NOW in 2013. Experience and Strengths",Under Construction,"Mar, 2021",₹9.2 K/sq.ft
Sattva Songbird,SATTVA GROUP,"Godavari Estate, Budigere Rd, Off Old Madras Road, Virgonagar, Nimbekaipura, Old Madras Road, Bangalore",₹14.22 K/sq.ft,"May, 2029",468 - 1813 sq.ft.,11.97 Acres (80% open),PRM/KA/RERA/1251/446/PR/060924/007008,,1321,"Studio, 1, 2, 2.5, 3 BHK Apartment,Studio Apartments",12,"Children's Play Area, Yoga / Meditation Area, Spa, Solar Lighting, Swimming Pool, Open Gym, Landscaping & Tree Planting, 24x7 CCTV Surveillance, Gymnasium, Fire Fighting System, Golf Course, +11 more",Not Found,Not Found,Not Found,0,1986,84,"Sattva Group is one of the promising builders in the field of Real Estate. All Sattva Group constructions have the highest standards of quality through the construction process. Green initiatives, advanced engineering ensure the best standards in construction since 1986. The group mainly focuses on delivering high-quality spaces and have been powering the goals of emerging as a leading name. The builder has created unparalleled projects for its customers with all sorts of amenities and services that meet the needs. Backed by the professional team of architects and designers who plan as per the current Real Estate trend, they always seek the betterment of their clients and guide them to the best path in the property related section of matters and affairs. Sattva Group aims to be a number one Real Estate constructor in India and showcase their talent worldwide.",Under Construction,"Jun, 2024",₹4.4 K/sq.ft
Ramsons East Park Residences,RAMSONS TRENDSQUARES REALTY LLP,"Varthur, Bangalore East , Bangalore",18.05 K - ₹20.1 K/sq.ft,"Mar, 2028",932 - 1784 sq.ft.,6.56 Acres (80% open),PRM/KA/RERA/1251/310/PR/280224/006657,,444,"2, 2.5, 3, 4 BHK Apartments",12,"Children's Play Area, Salon, Yoga / Meditation Area, Spa, Gazebo, Skating Rink, Swimming Pool, Football Field, Lift(s), Landscaping & Tree Planting, Badminton Court, +13 more",Not Found,Not Found,Not Found,0,Not Found,Not Found,Not Found,Under Construction,"Jan, 2024",₹10.8K/sq.ft
DS Max Sky Sanman,DS-MAX PROPERTIES PRIVATE LIMITED,"Koppa Rd, Begur, South Bangalore, Bangalore",₹4.5 K - 5.5 K/sq.ft,"Jan, 2030",978 - 1859 sq.ft.,5.67 Acres,PRM/KA/RERA/1251/308/PR/160824/006973,,990,"2, 3 BHK Apartments",12,"Amphitheater, Reading Lounge, Swimming Pool, Water Conservation, Rain water Harvesting, Gymnasium, Fire Fighting System, Electrification(Transformer, Solar Energy etc), Closed Car Parking, Car Parking, 24X7 Water Supply, Street Lighting, +23 more",Not Found,Not Found,Not Found,0,2005,142,"DS Max Builders (DS-MAX Properties Pvt. Ltd) is an award-winning Real Estate development firm, based in Bangalore. The company is known for its innovation, quality management, attention to minute details, customer-centric approach and an uncompromising attitude towards quality in all spheres of development. Their properties come with most sought-after locations, competitive pricing and excellent services, thus making them a prestigious brand in the Real Estate industry. Over the years, the companies has grown exponentially and is expanding its sphere beyond Karnataka. Their Mantra for Excellence is “Analyse, Research, Innovate & Deliver” They have a highly qualified and competent team of professionals which has propelled their business growth to respectable heights. DS Max Builders is a one-stop solution for all housing needs - from identification of prime locations to delivering a perfect, enticing abode to our valued customers. Their quest to develop environmentally-friendly modern infrastructure is fueled by their vast understanding of the modern materials and technologies used in construction, the market niche and most importantly, understanding customers' requirements.",Under Construction,"Jul, 2024",₹3.5 K/sq.ft
Brigade Laguna,BRIGADE ENTERPRISES LTD,"Jakkur, North Bangalore, Bangalore",₹12.94 K/sq.ft,"Dec, 2025",763 - 2350 sq.ft.,2.77 Acres,PRM/KA/RERA/1251/309/PR/170322/004775,,200,"2, 3 BHK Apartments",12,"Children's Play Area, Yoga / Meditation Area, Internet / Wi-Fi, Gazebo, Swimming Pool, Vastu Compliant, Lift(s), Table Tennis, RO Water System, Gymnasium, Fire Fighting System, +13 more",Not Found,Not Found,Not Found,0,1986,150,"Developer Profile
Brigade Group is a Bangalore-based real estate company focussed on providing world-class property solutions including luxury apartments, commercial spaces, retail spaces and hospitality projects. The builder has a multi-domain portfolio encompassing property management services, education, property development and hospitality. Founded in 1986, the group has a presence in major cities of South India like Kochi, Chennai, Hyderabad, Mysore and Bangalore. An accredited agent in the USA, the developer also has a representative office in Dubai, United Arab Emirates.",Under Construction,"Mar, 2022",₹13.7K/sq.ft
JRC Sanzio,JRC PROJECTS PVT LTD,"Near Indus International School, Sarjapur, South Bangalore, Bangalore",Not Found,"Dec, 2027",2110 - 2494 sq.ft.,2.15 Acres,PRM/KA/RERA/1251/308/PR/200923/006277,,39,3 BHK Villa,12,"Children's Play Area, Amphitheater, Entrance Lobby, Jogging Track, Cricket Pitch, Senior Citizen Siteout, Swimming Pool, Skating Rink, Party Lawn, Gymnasium, Sun Deck, +1 more",Not Found,Not Found,Not Found,0,2011,6,"JRC Projects is among the most admired real estate developers of India with its residential projects focussing on three life style categories – Go-Classical Homes, Go-Green Homes and Go-Smart Homes. Its projects are distinguished for their high quality construction, aesthetic appeal, functional design and optimum use of space, Green Living etc   JRC operates mainly in three strategic business verticals – Realty, Hospitality and Infrastructure which are designed to leverage inherent complementary competencies. As a result, high quality products and services are delivered at competitive prices. Synergy among business verticals has helped create new value curve by achieving both high quality and cost advantage .",Under Construction,"Dec, 2023",₹8.2K/sq.ft
Trifecta Vanto Phase 1,TRIFECTA PROJECTS PVT LTD,"Off Sarjapur Road, Behind Wipro SEZ, Kodathi, Bangalore East , Bangalore",₹9.69 K - 11.64 K/sq.ft,"Aug, 2027",1085 - 1495 sq.ft.,9 Acres (85% open),PRM/KA/RERA/1251/446/PR/190424/006813,,825,"2, 2.5, 3 BHK Apartments",12,"Amphitheater, Cricket Pitch, Volleyball Court, Tennis Court, Sauna Bath, Grocery Shop, Gazebo, Swimming Pool, Fountains, Acupressure Pathway, Landscaping & Tree Planting, +31 more",Not Found,Not Found,Not Found,0,1997,9,"With over two decades of experience in the construction sector, Trifecta Projects is a leading real estate developer in Bengaluru. They have ensured on-time delivery, provided industry-leading value, maintained transparency, and offered continuous customer support. Their mission is to engage in issues that concern individuals, families, and communities through an uncompromising commitment to creating outstanding living, work, and leisure environments. Trifecta Projects consistently delivers quality, ensuring that each development meets the highest standards and enhances the lives of those who live, work, and play in their thoughtfully designed spaces.",Under Construction,"May, 2024",₹9.8 K/sq.ft
Vyas Vaibhav Upavan,VYAS VAIBHAV VENTURES LLP,"Jangamakote, Bangalore",₹1.65 K/sq.ft,₹1.65 K/sq.ft,915 - 2349 sq.ft.,3.29 Acres,,,,Residential Plots,12,"Natural Pond, Children's Play Area, 24X7 Water Supply, Jogging Track, Volleyball Court, Gated Community, Cycling & Jogging Track, Fire Sprinklers, Landscaping & Tree Planting, Badminton Court, Gymnasium, +1 more",Not Found,Not Found,Not Found,0,2,Not Found,Vaibhav Group aims to redefine Bangalore’s real estate industry by developing and delivering state of the art projects. It is committed to providing quality spaces that enrich today and envisage tomorrow. It strives to make its presence felt by developing high-quality projects that provide value for money and the highest customer satisfaction. The company leaves no stone unturned in ensuring that the property-related needs and expectations of the customers are met.,Under Construction,"Oct, 2022",Not Found
Platinum East Woods,PLATINUM NARYA INFRA,"Sy 191, Bidarahalli Hobli, Kannamangala, Bangalore East , Bangalore",₹9.3 K/sq.ft,"Mar, 2027",1051 - 2578 sq.ft.,2 Acres,PRM/KA/RERA/1251/446/PR/100423/005855,,178,"2, 3, 4 BHK Apartments",12,"Cricket Pitch, Changing Room, Reflexology Park, Swimming Pool, Skating Rink, Fountains, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Table Tennis, Mini Theatre, Fire Escape Staircases, +36 more",Not Found,Not Found,Not Found,0,Not Found,Not Found,Not Found,Under Construction,"Apr, 2023",₹9.5K/sq.ft
Keya Around The Life,KEYA HOMES,"Whitefield -Seegehalli, Near Sai Baba Ashram, Bangalore East , Bangalore",₹10 K/sq.ft,Ready to Move,2371 - 2428 sq.ft.,4.67 Acres,PRM/KA/RERA/1251/446/PR/020822/005125,,468,4 BHK Apartment,12,"Waiting Lounge, Cricket Pitch, Tennis Court, Sauna Bath, Reflexology Park, Swimming Pool, Skating Rink, Fire Sprinklers, Mini Theatre, Gymnasium, Flower Garden, +19 more",Not Found,Not Found,Not Found,0,2013,5,KEYA is a professionally managed Company since inception. It has been debt/PE/loan free Company since day ZERO. KEYA focuses on deliverling homes which have been built keeping environment and sustainibility in mind with a blend of technology and lifestyle. All our projects get completed in a span of 2.0-2.50 years tenure. We endeavor to skale the game and deliver you more than you can expect for.,Ready to Move,"Jun, 2022",₹11.1K/sq.ft
