XID,Registration Number,Apartment Type,Block Number,Carpet Area (In sq. meters),Area of Exclusive Balcony (In sq. meters),Area of Exclusive Verandah (In sq. meters),Area of Exclusive Terrace (In sq. meters),Area of Exclusive Store (In sq. meters),Any Other Area (In sq. meters),Proposed Number of Apartments,
r411677,RAJ/P/2023/2546,3BHK with Private Terrace (FLAT NO. 1205) (12TH FLOOR),1,112.55,10.87,0,0,0,0,1,0
r411677,RAJ/P/2023/2546,4BHK (Flat No. 801) (8th Floor),1,131.69,18.9,0,0,0,0,1,1
r411677,RAJ/P/2023/2546,4BHK (Flat No. 802) (8th Floor),1,142.12,16.8,0,0,0,0,1,0
r411940,RAJ/P/2023/2600,EWS (Plot No. 43 - 54),1,44.66,8.02,0,0,0,0,12,0
r411940,RAJ/P/2023/2600,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r411940,RAJ/P/2023/2600,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r411940,RAJ/P/2023/2600,LIG (Plot No. 1),1,85.92,6.94,0,0,0,0,1,0
r411940,RAJ/P/2023/2600,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r411940,RAJ/P/2023/2600,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r411940,RAJ/P/2023/2600,"LIG (Plot No. 11 - 17, 29 - 35)",1,86.51,5.41,0,0,0,0,14,7
r411940,RAJ/P/2023/2600,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r411940,RAJ/P/2023/2600,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r411940,RAJ/P/2023/2600,"LIG (Plot No. 18, 36)",1,90.19,5.7,0,0,0,0,2,0
r411940,RAJ/P/2023/2600,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r411940,RAJ/P/2023/2600,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r411940,RAJ/P/2023/2600,LIG (Plot No. 19),1,89.32,5.7,0,0,0,0,1,0
r411940,RAJ/P/2023/2600,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r411940,RAJ/P/2023/2600,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r411940,RAJ/P/2023/2600,LIG (Plot No. 2 - 8),1,81.96,6.97,0,0,0,0,7,7
r411940,RAJ/P/2023/2600,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r411940,RAJ/P/2023/2600,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r411940,RAJ/P/2023/2600,LIG (Plot No. 20 - 26),1,85.7,5.41,0,0,0,0,7,4
r411940,RAJ/P/2023/2600,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r411940,RAJ/P/2023/2600,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r411940,RAJ/P/2023/2600,LIG (Plot No. 40 - 42),1,57.68,5.76,0,0,0,0,3,1
r411940,RAJ/P/2023/2600,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r411940,RAJ/P/2023/2600,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r411940,RAJ/P/2023/2600,LIG (Plot No. 55),1,64.95,7,0,0,0,0,1,1
r411940,RAJ/P/2023/2600,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r411940,RAJ/P/2023/2600,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r411940,RAJ/P/2023/2600,LIG (Plot No. 9),1,78.91,6.05,0,0,0,0,1,1
r411940,RAJ/P/2023/2600,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r411940,RAJ/P/2023/2600,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r411940,RAJ/P/2023/2600,MIG (Plot No. 10),1,86.92,5.7,0,0,0,0,1,1
r411940,RAJ/P/2023/2600,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r411940,RAJ/P/2023/2600,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r411940,RAJ/P/2023/2600,MIG (Plot No. 27),1,84.47,23.48,0,0,0,0,1,1
r411940,RAJ/P/2023/2600,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r411940,RAJ/P/2023/2600,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r411940,RAJ/P/2023/2600,MIG (Plot No. 28),1,88.29,24.33,0,0,0,0,1,1
r411940,RAJ/P/2023/2600,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r411940,RAJ/P/2023/2600,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r411940,RAJ/P/2023/2600,MIG (Plot No. 37),1,116.56,7.84,0,0,0,0,1,1
r411940,RAJ/P/2023/2600,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r411940,RAJ/P/2023/2600,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r411940,RAJ/P/2023/2600,MIG (Plot No. 38),1,100.18,6.45,0,0,0,0,1,0
r411940,RAJ/P/2023/2600,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r411940,RAJ/P/2023/2600,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r411940,RAJ/P/2023/2600,MIG (Plot No. 39),1,109.43,8.25,0,0,0,0,1,0
r411940,RAJ/P/2023/2600,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r411940,RAJ/P/2023/2600,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r411940,RAJ/P/2023/2600,"SHOP (Plot No. S1, S6, S7, S12)",1,8.84,0,0,0,0,0,4,4
r411940,RAJ/P/2023/2600,"SHOP (Plot No. S2, S3, S4, S5, S8, S9, S10, S11)",1,6.39,0,0,0,0,0,8,8
r416138,RAJ/P/2023/2668,"Commercial Shop No. A-S-1, 6 (Stilt)",0,22.87,0,0,0,0,0,2,0
r416138,RAJ/P/2023/2668,Commercial Shop No. A-S-101 (First Floor),0,373.03,0,0,0,0,0,1,0
r416138,RAJ/P/2023/2668,Commercial Shop No. A-S-11 (Stilt),0,21.23,0,0,0,0,0,1,0
r416138,RAJ/P/2023/2668,"Commercial Shop No. A-S-2, 5, 8 (Stilt)",0,22.05,0,0,0,0,0,3,0
r416138,RAJ/P/2023/2668,"Commercial Shop No. A-S-3, 9 (Stilt)",0,32.04,0,0,0,0,0,2,0
r416138,RAJ/P/2023/2668,"Commercial Shop No. A-S-4, 10 (Stilt)",0,21.61,0,0,0,0,0,2,0
r416138,RAJ/P/2023/2668,Commercial Shop No. A-S-7 (Stilt),0,33.3,0,0,0,0,0,1,0
r416138,RAJ/P/2023/2668,Commercial Shop No. B-S-1 (Stilt),0,33.21,0,0,0,0,0,1,0
r416138,RAJ/P/2023/2668,Commercial Shop No. B-S-101 (First Floor),0,53.86,0,0,0,0,0,1,0
r416138,RAJ/P/2023/2668,Commercial Shop No. B-S-102 (First Floor),0,190.52,0,0,0,0,0,1,0
r416138,RAJ/P/2023/2668,Commercial Shop No. B-S-2 (Stilt),0,149.29,0,0,0,0,0,1,0
r416138,RAJ/P/2023/2668,Commercial Shop No. B-S-3 (Stilt),0,12.99,0,0,0,0,0,1,0
r416138,RAJ/P/2023/2668,"Commercial Shop No. B-S-4, 8 (Stilt)",0,12.24,0,0,0,0,0,2,0
r416138,RAJ/P/2023/2668,"Commercial Shop No. B-S-5, 7 (Stilt)",0,9.75,0,0,0,0,0,2,0
r416138,RAJ/P/2023/2668,Commercial Shop No. B-S-6 (Stilt),0,9.55,0,0,0,0,0,1,0
r416138,RAJ/P/2023/2668,Commercial Shop No. B-S-9 (Stilt),0,12.78,0,0,0,0,0,1,0
r416138,RAJ/P/2023/2668,Commercial Shop No. C-S-1 (Stilt),0,149.29,0,0,0,0,0,1,0
r416138,RAJ/P/2023/2668,Commercial Shop No. C-S-101 (First Floor),0,190.52,0,0,0,0,0,1,0
r416138,RAJ/P/2023/2668,Commercial Shop No. C-S-102 (First Floor),0,53.86,0,0,0,0,0,1,0
r416138,RAJ/P/2023/2668,"Commercial Shop No. C-S-2, 4 (Stilt)",0,12.78,0,0,0,0,0,2,0
r416138,RAJ/P/2023/2668,Commercial Shop No. C-S-3 (Stilt),0,11.7,0,0,0,0,0,1,0
r416138,RAJ/P/2023/2668,Commercial Shop No. C-S-5 (Stilt),0,17.85,0,0,0,0,0,1,0
r416138,RAJ/P/2023/2668,Commercial Shop No. C-S-6 (Stilt),0,12.24,0,0,0,0,0,1,0
r416138,RAJ/P/2023/2668,Commercial Shop No. C-S-7 (Stilt),0,12.99,0,0,0,0,0,1,0
r416138,RAJ/P/2023/2668,Commercial Shop No. D-S-1 (Stilt),0,79.61,0,0,0,0,0,1,0
r416138,RAJ/P/2023/2668,"Flat No. A-1001 to 1004, A-1101 to 1104, A-1201 to 1204, LIG-1 (3 BHK)",0,59.82,4.55,0,0,0,0,12,0
r416138,RAJ/P/2023/2668,"Flat No. A-1401 to A-1404, A-1501 to A-1504, LIG-1 (3 BHK)",0,59.82,4.55,0,0,0,0,8,0
r416138,RAJ/P/2023/2668,"Flat No. A-201 to 204, A-301 to 304, A-401 to 404, A-501 to 504, LIG-1 (3 BHK)",0,59.82,4.55,0,0,0,0,16,0
r416138,RAJ/P/2023/2668,"Flat No. A-601 to 604, A-701 to 704, A-801 to 804, A-901 to 904, LIG-1 (3 BHK)",0,59.82,4.55,0,0,0,0,16,0
r416138,RAJ/P/2023/2668,"Flat No. B-104 to 105, B-201 to 205, B-301 to 305, B-401 to 405, LIG-1 (3 BHK)",0,59.82,4.55,0,0,0,0,17,0
r416138,RAJ/P/2023/2668,"Flat No. B-1201 to 1205, LIG-1 (3 BHK)",0,59.82,4.55,0,0,0,0,5,1
r416138,RAJ/P/2023/2668,"Flat No. B-1401 to B-1405, B-1501 to B-1505, LIG-1 (3 BHK)",0,59.82,4.55,0,0,0,0,10,0
r416138,RAJ/P/2023/2668,"Flat No. B-501 to 505, B-601 to 605, B-701 to 705, B-801 to 805, LIG-1 (3 BHK)",0,59.82,4.55,0,0,0,0,20,0
r416138,RAJ/P/2023/2668,"Flat No. B-901 to 905, B-1001 to 1005, B-1101 to 1105, LIG-1 (3 BHK)",0,59.82,4.55,0,0,0,0,15,0
r416138,RAJ/P/2023/2668,"Flat No. C-104, C-105, C-201 to 205, C-301 to 305, C-401 to 405, LIG-1 (3 BHK)",0,59.82,4.55,0,0,0,0,17,7
r416138,RAJ/P/2023/2668,"Flat No. C-1201 to 1205, LIG-1 (3 BHK)",0,59.82,4.55,0,0,0,0,5,0
r416138,RAJ/P/2023/2668,"Flat No. C-1401 to C-1405, C-1501 to 1505, LIG-1 (3 BHK)",0,59.82,4.55,0,0,0,0,10,0
r416138,RAJ/P/2023/2668,"Flat No. C-501 to 505, C-601 to 605, C-701 to 705, C-801 to 805, LIG-1 (3 BHK)",0,59.82,4.55,0,0,0,0,20,10
r416138,RAJ/P/2023/2668,"Flat No. C-901 to 905, C-1001 to 1005, C-1101 to C-1105, LIG-1 (3 BHK)",0,59.82,4.55,0,0,0,0,15,1
r416138,RAJ/P/2023/2668,"Flat No. D-101 to 108, D-201 to 208, D-301 to 308, D-401 to 408, LIG-1 (3 BHK)",0,59.82,4.55,0,0,0,0,32,24
r416138,RAJ/P/2023/2668,"Flat No. D-1201 to 1208, LIG-1 (3 BHK)",0,59.82,4.55,0,0,0,0,8,3
r416138,RAJ/P/2023/2668,"Flat No. D-1401 to D-1408, D-1501 to D-1508, LIG-1 (3 BHK)",0,59.82,4.55,0,0,0,0,16,1
r416138,RAJ/P/2023/2668,"Flat No. D-501 to 508, D-601 to 608, D-701 to 708, D-801 to 808, LIG-1 (3 BHK)",0,59.82,4.55,0,0,0,0,32,22
r416138,RAJ/P/2023/2668,"Flat No. D-901 to 908, D-1001 to 1008, D-1101 to 1108, LIG-1 (3 BHK)",0,59.82,4.55,0,0,0,0,24,14
r416138,RAJ/P/2023/2668,"Flat No. E-101 to 104, E-201 to 204, E-301 to 304, E-401 to 404, LIG-3 (2 BHK)",0,47.91,4.7,0,0,0,0,16,6
r416138,RAJ/P/2023/2668,"Flat No. E-105, 205, 305, 405, 505, 605, 705, 805, 905, 1005, 1105 EWS-2 (1 BHK)",0,29.95,2.08,0,0,0,0,11,7
r416138,RAJ/P/2023/2668,"Flat No. E-1201 to 1204, LIG-3 (2 BHK)",0,47.91,4.7,0,0,0,0,4,0
r416138,RAJ/P/2023/2668,"Flat No. E-1205, EWS-2 (1 BHK)",0,29.95,2.08,0,0,0,0,1,1
r416138,RAJ/P/2023/2668,"Flat No. E-1401 to E-1404, E-1501 to E-1504, LIG-3 (2 BHK)",0,47.91,4.7,0,0,0,0,8,0
r416138,RAJ/P/2023/2668,"Flat No. E-1405, E-1505, EWS-2 (1 BHK)",0,29.95,2.08,0,0,0,0,2,0
r416138,RAJ/P/2023/2668,"Flat No. E-501 to 504, E-601 to 604, E-701 to 704, E-801 to 804, LIG-3 (2 BHK)",0,47.91,4.7,0,0,0,0,16,6
r416138,RAJ/P/2023/2668,"Flat No. E-901 to 904, E-1001 to 1004, E-1101 to 1104, LIG-3 (2 BHK)",0,47.91,4.7,0,0,0,0,12,6
r416138,RAJ/P/2023/2668,"Flat No. F-101, F-102, F-104, F-105, F-201, F-202, F-204, F-205, LIG-3 (2 BHK)",0,47.91,4.7,0,0,0,0,8,5
r416138,RAJ/P/2023/2668,"Flat No. F-103, F-203, F-303, F-403, F-503, F-603, F-703, F-803, LIG-2 (2 BHK)",0,48.01,4.65,0,0,0,0,8,4
r416138,RAJ/P/2023/2668,"Flat No. F-1101, F-1102, F-1104, F-1105, F-1201, F-1202, F-1204, LIG-3 (2 BHK)",0,47.91,4.7,0,0,0,0,7,2
r416138,RAJ/P/2023/2668,"Flat No. F-1205, LIG-3 (2 BHK)",0,47.91,4.7,0,0,0,0,1,0
r416138,RAJ/P/2023/2668,"Flat No. F-1401, F-1402, F-1404, F-1405, F-1501, F-1502, F-1504 LIG-3 (2 BHK)",0,47.91,4.7,0,0,0,0,7,1
r416138,RAJ/P/2023/2668,"Flat No. F-1403, F-1503, LIG-2 (2 BHK)",0,48.01,4.65,0,0,0,0,2,0
r416138,RAJ/P/2023/2668,"Flat No. F-1505, LIG-3 (2 BHK)",0,47.91,4.7,0,0,0,0,1,0
r416138,RAJ/P/2023/2668,"Flat No. F-301, F-302, F-304, F-305, F-401, F-402, F-404, F-405, LIG-3 (2 BHK)",0,47.91,4.7,0,0,0,0,8,7
r416138,RAJ/P/2023/2668,"Flat No. F-501, F-502, F-504, F-505, F-601, F-602, F-604, F-605, LIG-3 (2 BHK)",0,47.91,4.7,0,0,0,0,8,5
r416138,RAJ/P/2023/2668,"Flat No. F-701, F-702, F-704, F-705, F-801, F-802, F-804, F-805, LIG-3 (2 BHK)",0,47.91,4.7,0,0,0,0,8,3
r416138,RAJ/P/2023/2668,"Flat No. F-901, F-902, F-904, F-905, F-1001, F-1002, F-1004, F-1005,LIG-3 (2BHK)",0,47.91,4.7,0,0,0,0,8,1
r416138,RAJ/P/2023/2668,"Flat No. F-903, F-1003, F-1103, F-1203, LIG-2 (2 BHK)",0,48.01,4.65,0,0,0,0,4,0
r416138,RAJ/P/2023/2668,"Flat No. G-101 to 104, G-201 to 204, G-301 to 304, G-401 to 404, LIG-3 (2 BHK)",0,47.91,4.7,0,0,0,0,16,4
r416138,RAJ/P/2023/2668,"Flat No. G-1201 to 1204, LIG-3 (2 BHK)",0,47.91,4.7,0,0,0,0,4,0
r416138,RAJ/P/2023/2668,"Flat No. G-1401 to G-1404, G-1501 to G-1504, LIG-3 (2 BHK)",0,47.91,4.7,0,0,0,0,8,0
r416138,RAJ/P/2023/2668,"Flat No. G-501 to 504, G-601 to 604, G-701 to 704, G-801 to 804, LIG-3 (2 BHK)",0,47.91,4.7,0,0,0,0,16,11
r416138,RAJ/P/2023/2668,"Flat No. G-901 to 904, G-1001 to 1004, G-1101 to 1104, LIG-3 (2 BHK)",0,47.91,4.7,0,0,0,0,12,0
r416138,RAJ/P/2023/2668,"Flat No. H-101 to 106, H-201 to 206, H-301 to 306, H-401 to 406, LIG-3 (2 BHK)",0,47.91,4.7,0,0,0,0,24,0
r416138,RAJ/P/2023/2668,"Flat No. H-1201 to 1206, LIG-3 (2 BHK)",0,47.91,4.7,0,0,0,0,6,0
r416138,RAJ/P/2023/2668,"Flat No. H-1401 to H-1406, H-1501 to H-1506, LIG-3 (2 BHK)",0,47.91,4.7,0,0,0,0,12,0
r416138,RAJ/P/2023/2668,"Flat No. H-501 to 506, H-601 to 606, H-701 to 706, H-801 to 806, LIG-3 (2 BHK)",0,47.91,4.7,0,0,0,0,24,0
r416138,RAJ/P/2023/2668,"Flat No. H-901 to 906, H-1001 to 1006, H-1101 to 1106, LIG-3 (2 BHK)",0,47.91,4.7,0,0,0,0,18,0
r416138,RAJ/P/2023/2668,"Flat No. S-101 to 110, S-201 to 210, S-301 to 310, S-401 to 410, EWS-1 (Studio)",0,20.96,0,0,0,0,0,40,23
r416138,RAJ/P/2023/2668,"Flat No. S-1201 to 1210, EWS-1 (Studio)",0,20.96,0,0,0,0,0,10,5
r416138,RAJ/P/2023/2668,"Flat No. S-1401 to S-1410, S-1501 to S-1510, EWS-1 (Studio)",0,20.96,0,0,0,0,0,20,4
r416138,RAJ/P/2023/2668,"Flat No. S-501 to 510, S-601 to 610, S-701 to 710, S-801 to 810, EWS-1 (Studio)",0,20.96,0,0,0,0,0,40,34
r416138,RAJ/P/2023/2668,"Flat No. S-901 to 910, S-1001 to 1010, S-1101 to 1110, EWS-1 (Studio)",0,20.96,0,0,0,0,0,30,22
r416251,RAJ/P/2023/2650,"2BHK(102,202,302,402,502,602)",6,46.92,3.99,0,0,0,0,6,0
r416251,RAJ/P/2023/2650,"2BHK(104,204,304,404,504,604)",6,63.35,8.48,0,0,0,0,6,0
r416251,RAJ/P/2023/2650,"3BHK(101,201,301,401,501,601)",6,78.97,9.59,0,0,0,0,6,0
r416251,RAJ/P/2023/2650,"3BHK(103,203,303,403,503,603)",6,76.38,4.74,0,0,0,0,6,0
r416251,RAJ/P/2023/2650,"3BHK(106,206,306,406,506,606)",6,75.26,3.83,0,0,0,0,6,0
r416251,RAJ/P/2023/2650,"3BHK(107,207,307,407,507,607)",6,83.68,3.49,0,0,0,0,6,0
r416251,RAJ/P/2023/2650,"3BHK(108,208,308,408,508,608)",6,75.18,4.18,0,0,0,0,6,0
r416251,RAJ/P/2023/2650,"3BHK(109,209,309,409,509,609)",6,75.89,4.18,0,0,0,0,6,0
r416251,RAJ/P/2023/2650,"4BHK(105,205,305,405,505,605)",6,105.81,7.78,0,0,0,0,6,0
r416251,RAJ/P/2023/2650,"4BHK(110,210,310,410,510,610)",6,118.64,11.02,0,0,0,0,6,0
r417658,RAJ/P/2023/2755,Type A (Unit No. L-15 to L22 & L-25 to L-32),1,75.22,7.11,0,0,0,0,16,6
r417658,RAJ/P/2023/2755,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r417658,RAJ/P/2023/2755,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r417658,RAJ/P/2023/2755,Type B (Unit No. E-43 to E-52),1,61.25,5.21,0,0,0,0,10,6
r417658,RAJ/P/2023/2755,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r417658,RAJ/P/2023/2755,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r417658,RAJ/P/2023/2755,Type C (Unit No. L-33 to L-40),1,81.1,8.1,0,0,0,0,8,1
r417658,RAJ/P/2023/2755,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r417658,RAJ/P/2023/2755,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r417658,RAJ/P/2023/2755,Type D (Unit No. L-24 & M-23),1,95.72,28.76,0,0,0,0,2,1
r417658,RAJ/P/2023/2755,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r417658,RAJ/P/2023/2755,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r417658,RAJ/P/2023/2755,Type E (Unit No. M-08),1,103.49,45.62,0,0,0,0,1,0
r417658,RAJ/P/2023/2755,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r417658,RAJ/P/2023/2755,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r417658,RAJ/P/2023/2755,Type F (Unit No. M-07),1,114.67,21.56,0,0,0,0,1,0
r417658,RAJ/P/2023/2755,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r417658,RAJ/P/2023/2755,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r417658,RAJ/P/2023/2755,Type G (Unit No. M-06),1,110.88,21.72,0,0,0,0,1,0
r417658,RAJ/P/2023/2755,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r417658,RAJ/P/2023/2755,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r417658,RAJ/P/2023/2755,Type M (Unit No. M-14),1,94.84,18.67,0,0,0,0,1,1
r417658,RAJ/P/2023/2755,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r417658,RAJ/P/2023/2755,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r417658,RAJ/P/2023/2755,Type N (Unit No. M-12),1,97.56,17.38,0,0,0,0,1,1
r417658,RAJ/P/2023/2755,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r417658,RAJ/P/2023/2755,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r417658,RAJ/P/2023/2755,Type O (Unit No. M-11),1,95.07,17,0,0,0,0,1,1
r417658,RAJ/P/2023/2755,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r417658,RAJ/P/2023/2755,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r417658,RAJ/P/2023/2755,Type P (Unit No. M-09),1,104.48,13.76,0,0,0,0,1,1
r417658,RAJ/P/2023/2755,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r417658,RAJ/P/2023/2755,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r417658,RAJ/P/2023/2755,Type Q (Unit No. M-13),1,91.36,18.5,0,0,0,0,1,1
r417658,RAJ/P/2023/2755,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r417658,RAJ/P/2023/2755,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r417658,RAJ/P/2023/2755,Type R (Unit No. M-10),1,103.84,13.59,0,0,0,0,1,1
r417658,RAJ/P/2023/2755,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r417658,RAJ/P/2023/2755,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r417658,RAJ/P/2023/2755,Type S (Unit No. L-41),1,77.44,20.4,0,0,0,0,1,1
r417658,RAJ/P/2023/2755,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r417658,RAJ/P/2023/2755,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r417658,RAJ/P/2023/2755,Type T (Unit No. E-42),1,61.22,20.74,0,0,0,0,1,0
r417658,RAJ/P/2023/2755,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r417658,RAJ/P/2023/2755,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r417658,RAJ/P/2023/2755,Type U (Retail Shops S-01 to S-08),1,3.34,3,0,0,0,0,8,0
r417658,RAJ/P/2023/2755,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r417658,RAJ/P/2023/2755,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r417968,RAJ/P/2022/2252,101 (3 BHK + STAFF),2,153.75,28.52,0,0,0,0,1,1
r417968,RAJ/P/2022/2252,101 (4 BHK + STAFF),1,191.47,45.34,0,0,0,0,1,1
r417968,RAJ/P/2022/2252,101 (4 BHK + STAFF),3,188.31,24.99,0,0,0,0,1,1
r417968,RAJ/P/2022/2252,102 (3 BHK + STAFF),1,136.29,23.88,0,0,0,0,1,0
r417968,RAJ/P/2022/2252,102 (3 BHK + STAFF),2,142.98,31.49,0,0,0,0,1,1
r417968,RAJ/P/2022/2252,102 (3 BHK + STAFF),3,138.7,25.46,0,0,0,0,1,0
r417968,RAJ/P/2022/2252,103 (3 BHK + STAFF),1,134.43,23.32,0,0,0,0,1,0
