Sr.No.,Project Name,Promoter Name,Promoter Address,Project Type,Email Id,Mobile No,Project Registration No.,District,Approved on
6428,MUKTAJEEVAN ECSTASY,S M J CORPORATION,"17, 2ND FLOOR, KRUSHNANAGAR SOCIETY, NR MANOHAR ESTATE SARASPUR Ahmedabad 380018",Residential/Group Housing,contactmuktajeevan@gmail.com,8080710509,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13203/280324/311226,Ahmedabad,28-03-2024
6429,Sai Nivas - C,SHREE SAI ENTERPRISES,"PLOT NO 175 TO 180, APNA GHAR APPT SOCIETY KACHIGAM ROAD, CHALA,VAPI Valsad 396191",Residential/Group Housing,omlaxmialuminium@gmail.com,9374937476,PR/GJ/VALSAD/VAPI/Vapi Municipality/RAA14844/170225/311226,Valsad,17-02-2025
6430,Pratishthan,SANGATH INFRASTRUCTURES PRIVATE LIMITED,"7, Madhupuri Appartment, Kabir Chowk, Jainnagar, Sabarmati, Ahmedabad 380005",Residential/Group Housing,sangathsmartlifei@gmail.com,9825329036,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA13466/080524/311226,Ahmedabad,08-05-2024
6431,The Garden,SAHJANAND CAPITAL DEVELOPERS LLP,"SHOP-1201 THE CAPITAL, OPP HETARTH PARTY PLOT SCIENCE CITY ROAD, SOLA, DASKROI Ahmedabad 380060",Residential/Group Housing,thegardenrera@gmail.com,9265107109,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/RAA13389/230424/300626,Ahmedabad,23-04-2024
6432,DIAMOND HILLS,ACUTE BUILDCON LLP,"SHOP NO. - 17, GROUND FLOOR, ALAY FLATS,, NEAR ALAY PARK, NANA MAVA MAIN ROAD, Rajkot Sau Uni Area, Rajkot, Gujarat, India-360005 RAJKOT Rajkot 360005",Residential/Group Housing,diamondhillsrera@gmail.com,9427562566,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/RAA12984/200224/311226,Rajkot,20-02-2024
6433,FORTUNE VIYONA,SATTVAM DEVELOPERS,"224,GOLDEN PLAZA,TAGORE ROAD,BHAKTI NAGAR STATION RAJKOT Rajkot 360001",Residential/Group Housing,sattvamdevelopers@gmail.com,9825218678,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/RAA13681/140624/311226,Rajkot,14-06-2024
6434,SANIDHYA AURUM VILLA PHASE - 1,KALYAN INFRA,"698, OPP SANIDHYA ASTER, NR SANKRITI GARDEN,OLD PADARA ROAD BILL Vadodara 391410",Residential/Group Housing,sanidhyaaurumvilla@gmail.com,9904071382,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/RAA13824/100724/300628,Vadodara,10-07-2024
6435,The Forest,SWARAJ ASSOCIATES,"402, Baleshwar Square, Opp. Iscon Temple, S. G. Highway, Ahmedabad Ahmedabad 380015",Residential/Group Housing,swarajasso2021@gmail.com,9099080747,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RAA13783/030724/301127,Gandhinagar,03-07-2024
6436,APRICUS 2,SAIYAMM INFRACON,"Saiyamm Infracon, 3rd Floor,Shilp Aron, Opp. TRP, Thaltej, Daskroi, Bopal, Ahmedabad Thaltej Ahmedabad 380058",Residential/Group Housing,appricus2rera@gmail.com,7575006664,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/RAA13047/270224/311227,Ahmedabad,27-02-2024
6437,UNITED PALACE,UMIYA DEVELOPERS,"Shop-2 , United Square , Shiv Shakti BRTS Road , Sabarmati Chandkhded Ahmedabad 382424",Residential/Group Housing,unitedpalace08@gmail.com,8401650167,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13155/190324/311227,Ahmedabad,19-03-2024
6438,NILKANTH 52,PRAMUKH BUILDCON,28 NATHDWARA SOCIETY NEAR D MARTWAGHODIA DABHOI RING ROAD Vadodara 390019,Residential/Group Housing,nilkanth522023@gmail.com,6352239509,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/RAA13179/270324/311230,Vadodara,27-03-2024
6439,SAHJANAND GREEN VALLEY,SAHJANAND BUILDWELL,"FF Shop No.6, Sahjanand Royal, Rajoda Road, Bavla Ahmedabad 382220",Residential/Group Housing,sahjanandbuildwell@gmail.com,7600667676,PR/GJ/AHMEDABAD/BAVLA/Bavla Municipality/RAA13343/180424/311227,Ahmedabad,18-04-2024
6440,LAXMIMANTRA HERITAGE,AMAR DEVELOPERS,"62, MADHAV DARSHAN SOCIETY, SATELIGHT ROAD MOTA VARACHHA, Surat 394101",Residential/Group Housing,laxmimantraheritage@gmail.com,6353164220,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA12768/110124/311229,Surat,11-01-2024
6441,AVKASH-3,DOBARIYA DEVELOPERS,"AVKASH,F P NO 58 T P S NO 51,BESIDE SHUBHAM BUILDING,NR L P SAVANI SCHOOL DABHOLI,MAHIDHARPURA,SURAT CITY,SURAT CITY,SURAT,GUJARAT 395004 Surat 395004",Residential/Group Housing,avkashp2@gmail.com,9825974683,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA13175/270324/311228,Surat,27-03-2024
6442,ARHAM RESIDENCY-A,ARHAM DEVELOPERS,"G-1, RATNA CHINTAMANI RESIDENCY , TIGHRA ROAD TIGHRA NAVSARI Navsari 396445",Residential/Group Housing,arhamresidency@outlook.com,9998310980,PR/GJ/NAVSARI/NAVSARI/Navsari Urban Development Authority/RAA13212/300324/311226,Navsari,30-03-2024
6443,CELEBRATION HOMES,MUDRA INFRA,"T-08, JIVANDEEP ARCADE, NR. ASIAN CHOWKDI, GIDC, ANKLESHWAR, ANKLESHWAR Bharuch 393002",Residential/Group Housing,celebrationhomesrera@gmail.com,8866477272,PR/GJ/BHARUCH/BHARUCH/Bharuch- Ankleshwar Urban Development Authority/RAA13276/080424/310327,Bharuch,08-04-2024
6444,KIRAN CONCORD TOWERS,ANG INFRASTRUCTURE,Block No 75 Opp Bhesan Cricket Ground Bhesan Road Jahangirabad Jahangirabad Surat 395009,Residential/Group Housing,kiranconcordtowers@gmail.com,8140491000,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA13529/200524/101029,Surat,20-05-2024
6445,THE LEGACY,SHALIBHADRA DEVELOPERS,"BLOCK NO. 411, TPS NO. 26, FP 107, ABHAVA, TAL. MAJURA, DIST. SURAT Surat 395007",Residential/Group Housing,shalibhadra.developers09@gmail.com,8238621809,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA13282/080424/311228,Surat,08-04-2024
6446,SKYON HEIGHTS,MF ENTERPRISE,"Office No.11, Darut Taqwa Musa Residency, Vapi Valsad 396191",Residential/Group Housing,gjenil2003@gmail.com,9099066099,PR/GJ/VALSAD/VAPI/Vapi Municipality/RAA13914/290724/310329,Valsad,29-07-2024
6447,Polaris Callisto,POLARIS CORPORATION,"Polaris Callisto, B/s. Sangath Nano, Koteshwar Bhat Road Koteshwar Ahmedabad 380005",Residential/Group Housing,polariscallistorera@gmail.com,7624034040,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RAA13500/140524/311227,Gandhinagar,14-05-2024
6448,SHREE RAM RESIDENCY,AV DEVELOPERS,"OFFICE NO.207/A,LEELA EFCEE,NEAR AKSHARWADI,WAGHAWADI ROAD,BHAVNAGAR-364002 BHAVNAGAR Bhavnagar 364002",Residential/Group Housing,avdevelopers9@gmail.com,9427182712,PR/GJ/BHAVNAGAR/BHAVNAGAR/Bhavnagar Municipal Corporation/RAA13980/080824/311227,Bhavnagar,08-08-2024
6449,Vrundavan Heights,RADHE INFRA,"16,NARAYAN NAGAR VAVOL Gandhinagar 382016",Residential/Group Housing,radheinfra9919@gmail.com,9377504374,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13888/290724/300629,Ahmedabad,29-07-2024
6450,RATNAAKAR ARTESIA PHASE-II,NCPL PROCON LLP,"801-802, REGENCY PLAZA ANANDNAGAR CROSS ROAD SATELLITE Ahmedabad 380015",Residential/Group Housing,artesia.rera@ratnaakar.com,9909947265,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/RAA14171/190924/300929,Ahmedabad,19-09-2024
6451,KARNAVATI RIVERSIDE BLOCK EFG,S.B.DEVELOPERS,A1010 10TH FLOORE ATMA HOUSE NR TIMES OF INDIA ASHRAM ROAD Ahmedabad 380009,Residential/Group Housing,riversidekarnavati@gmail.com,9824079416,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RAA14043/270824/311228,Gandhinagar,27-08-2024
6452,OSKAR GREEN,VIPULKUMAR KANTILAL PUJARA,"4, ravish Bunglows, thaltej Thaltej, Ahmedabad Ahmedabad 380059",Residential/Group Housing,rera.oskargreen@gmail.com,9879721615,PR/GJ/BANASKANTHA/PALANPUR/Palanpur Municipality/RAA13917/310724/311228,Banaskantha,31-07-2024
6453,SHREEJI ELEGANCE,SHREEJI INFRA,"7, Radhanpur Society, Bhairavnath Road, Maninagar, Ahmedabad Ahmedabad 380028",Residential/Group Housing,shreejivillarera@gmail.com,9426015703,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13633/040624/311227,Ahmedabad,04-06-2024
6454,REVA CLUBLIFE,ASPIRE ELITE,"SF212,1 ,INFINITY ARCADE BEFORE PRATAPNAGAR BRIDGE,BARODA DAIRY,ONGC ROA Vadodara 390004",Residential/Group Housing,aspireelite07@gmail.com,9909713880,PR/GJ/VADODARA/VADODARA/Vadodara Urban Development Authority/RAA13101/070324/311228,Vadodara,07-03-2024
6455,NANDI BUNGLOWS,NAMAH DEVELOPER,"23, CHANDRODAY SOCIETY, BHAUPURA, Mehsana 382715",Residential/Group Housing,nandibunglowsrera23@gmail.com,8200280685,PR/GJ/MEHSANA/KADI/Kadi Municipality/RAA12958/200224/311227,Mehsana,20-02-2024
6456,SAMPAD ATUL,SHREEJI PROJECTS,"608/GOLDEN TRIANGLE, NEAR SARDAR PATEL STADIUM NAVARANGPURA Ahmedabad 380014",Residential/Group Housing,sladhawala46@gmail.com,9825414342,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13287/090424/311228,Ahmedabad,09-04-2024
6457,AURUM RESIDENCY PHASE 01,KASTURI ENTERPRISE,AURUM VARDHMANNAGAR 2ND RING ROAD NEAR JAMNAGAR ROAD Rajkot 360006,Residential/Group Housing,info@kasturigroup.co,9909700200,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/RAA13419/300424/300626,Rajkot,30-04-2024
6458,Sai Signature,SAI SAHAJ ENTERPRISE,"New Survey No.2248, 0, Old Survey No. 304 2 3 4 Paiki 2,S T Depot Road, Kabrastan Road, Vapi Valsad 396191",Residential/Group Housing,gujjarpruthvi@gmail.com,9624303741,PR/GJ/VALSAD/VAPI/Vapi Municipality/RAA12989/200224/300928,Valsad,20-02-2024
6459,SAFFRON VALLEY,PINAK INFRA,"SURVEY NO.390, SAFFRON VALLEY OPP RAJVI EXOTIVA NIKOL Ahmedabad 382350",Residential/Group Housing,saffronvalley23@gmail.com,8200380952,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA12910/120224/310328,Ahmedabad,12-02-2024
6460,Tulsi Prime,TULSI PRIME,"Ronki R.S. No- 7P Plot No 64 to 78, 86 to 100, Behind ADB Hotel, 150 Feet Ring Road Rajkot 360006",Residential/Group Housing,tulsiprime4@gmail.com,9033688357,PR/GJ/RAJKOT/RAJKOT/Rajkot Urban Development Authority/RAA13152/190324/311225,Rajkot,19-03-2024
6461,PALM 63,KANHA ENTERPRISE,"B-69, SHUBHLAXMI SOCIETY, NEAR GOVINDRAO SOCIETY O/S. PANIGATE Vadodara 390019",Residential/Group Housing,palm632023@gmail.com,9825320137,PR/GJ/VADODARA/VADODARA/Vadodara Urban Development Authority/RAA13484/090524/291227,Vadodara,09-05-2024
6462,NEELKANTH SKY,DHARMVANDANA PROJECTS LLP,"SHOP NO-9 EKLINGJI RESI-2 NEAR BALIYADEV TEMPLE, SANAND Ahmedabad 382110",Residential/Group Housing,dharmvandanaprojectsllp@gmail.com,9426001928,PR/GJ/AHMEDABAD/SANAND/Ahmedabad Urban Development Authority/RAA13453/060524/311227,Ahmedabad,06-05-2024
6463,Aditi Pearl,SHREE BHAGVAT CORPORATION,"B-704, Seventh Floor, Times Square Arcade II, Nr Avelon Hotel, Bodakdev, Ahmedabad Ahmedabad 380059",Residential/Group Housing,shreebhagvatcorporation@gmail.com,9575333777,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13189/270324/310826,Ahmedabad,27-03-2024
6464,PRAYASAM RESIDENCY,PRAYASAM LAND DEVELOPERS,"403, 4th Floor, 3rd eye Vision, Opp. Shivalik Plaza, Panjarapole, IIIM Road Ahmedabad Ahmedabad 380015",Residential/Group Housing,prayasamresidency@gmail.com,8799581590,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Urban Development Authority/RAA13304/A1R/180924/311228,Ahmedabad,12-04-2024
6465,AVADH ELRICA,GREAT MOVEMENT DEVELOPERS LLP,"402 REEGUS BUSINESS CENTER, BHARTHANA, SURAT, CHORYASI, GUJARAT BHARTHANA Surat 395007",Residential/Group Housing,avadhelrica1@gmail.com,9913127206,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA13215/300324/311229,Surat,30-03-2024
6466,Sahajanand Heaven,NAR NARAYAN DEVELOPERS,"520-521, Kasturi Pride, Opp. Torrent Power, S. P. Ring Road, Nikol Nikol Ahmedabad 382350",Residential/Group Housing,narnarayandevlopers7@gmail.com,7016883202,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13394/250424/310327,Ahmedabad,25-04-2024
6467,PRITHVI HOMES,SANKALP DEVELOPERS,"T.P. NO. 12, BESIDE SAI NAGAR, FINAL PLOT NO. 105, NR. BSNL OFFICE, ADAJAN, SURAT Surat 395009",Residential/Group Housing,sankalpd1414@gmail.com,9925990635,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA13598/310524/311229,Surat,31-05-2024
6468,PARUL GRACIOUS,SAFFRON DEVELOPERS,"5, Narnarayan Palaces, Nr. Kothawala Flat Paldi, Ellisbridge Ahmedabad 380006",Residential/Group Housing,saffrondevelopersamd@gmail.com,9825069370,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13785/030724/311226,Ahmedabad,03-07-2024
6469,SAMARTHYA EXCELLENCE,SAMARTHYA REALTY PRIVATE LIMITED,"A-702, Shripad Ananta,, B/h. Somchinata Mani, Pal,, Surat, Surat, Gujarat, surat Surat 395009",Residential/Group Housing,samarthbella2019@gmail.com,9099669912,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA13184/270324/300627,Surat,27-03-2024
6470,ONE TAPI,PRAMUKH RIVERSIDE REALTY LLP,"PRAMUKH ORBIT 2 OFFICE NO 1001 VESU CANAL ROAD, VESU Surat 395007",Residential/Group Housing,onetapiproject@gmail.com,9081815556,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA13015/220224/311229,Surat,22-02-2024
6471,LOTUS LIFESTYLE,LOTUS BUILDCON,"""LOTUS LIFESTYLE"" BLOCK SURVEY NO. 46 / 48 , SAMA SAVLI ROAD, NEAR IOCL PETROL PUMP VEMALI Vadodara 390018",Residential/Group Housing,ac.lotusbuildcon@gmail.com,9898610063,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/RAA13039/260224/310328,Vadodara,26-02-2024
6472,TATVA 3,ARANATH BUILDCON,"TP/4, FP-3/2, SURVEY-1198,NR AMRAKADAMB BUNGLOWS OPP. SATYAM STATUS FLAT, RAMDEV NAGAR Ahmedabad 380015",Residential/Group Housing,rera.tatva3@gmail.com,9429907904,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA14353/281024/300626,Ahmedabad,28-10-2024
6473,ABHISHREE ONE,ABHISHREE INFRA,"BLOCK-A/101, SILVER FLORA, F.P.NO-18, SUR NO-522, NR. KULIN TENAMENTS, TORRENT POWER SUB STATION ROAD VASNA Ahmedabad 380007",Residential/Group Housing,abhishreeonerera2024@gmail.com,9727370445,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA14883/270225/300627,Ahmedabad,27-02-2025
6474,VRAJ UTSAV,KASHTABHANJAN DEVELOPERS,"PLOT NO.31, SHREE RAM SOCIETY, SARDARNAGAR, BHAVNAGAR BHAVNAGAR Bhavnagar 364001",Residential/Group Housing,kashtabhanjandevelopers7@gmail.com,9033272727,PR/GJ/BHAVNAGAR/BHAVNAGAR/Bhavnagar Municipal Corporation/RAA13177/270324/311229,Bhavnagar,27-03-2024
6475,AROMA 56,AROMA BUILDSPACE LLP,"U.G.F-1, MILESTONE BUILDING, NEAR DRIVE IN CINEMA, THALTEJ, AHMEDABAD AHMEDABAD Ahmedabad 380052",Residential/Group Housing,aromabuildspace@gmail.com,9979355835,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/RAA13229/010424/311226,Ahmedabad,01-04-2024
6476,Rehvassa Sofitel,REHVASSA DEVELOPERS,"Survey No. 474/02/001, Opp. Sargasan Mahadev Lake, Nr. Sahajanand School, Sargasan, Gandhinagar 382421",Residential/Group Housing,rehvassasofitel@gmail.com,9316919991,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RAA13452/060524/300629,Gandhinagar,06-05-2024
6477,KANHA AANGAN - 2,KANHA AANGAN-2,FP 205 KAPURAI DABHOI ROAD KARURAI CHOKDI VADODARA Vadodara 390019,Residential/Group Housing,kanhaaangan2023@gmail.com,9924615179,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/RAA12980/200224/311028,Vadodara,20-02-2024
6478,RIVER VISTA,GREEN REALTY,"TP. 10 (ADAJAN), F.P 84, NR. BAPS SWAMINARAYAN TEMPLE ADAJAN Surat 395009",Residential/Group Housing,rivervista47@gmail.com,8140110022,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA13788/030724/311229,Surat,03-07-2024
6479,SAMAY LAKEVIEW,SAMAY REALTORS 48,"61 GROUND FLOOR, 742,AMRAPALI COMPLEX BOPAL CROSS ROAD, GHATLODIA Ahmedabad 380058",Residential/Group Housing,info.samayrealtors@gmail.com,9925047806,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/RAA14124/110924/311229,Ahmedabad,11-09-2024
6480,MEADOWS LUXURIA,RUDRAKSH DEVELOPERS,Block no 544 Opp arya exotica Bill Vadodara 391410,Residential/Group Housing,rudrakshdevelopers2@gmail.com,7490003156,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/RAA13200/280324/300628,Vadodara,28-03-2024
6481,SERENITY NEST,VNS INFRA,"402 BROADWAY COMFORT BS IIRA INTERNATIONAL SCHOOL, BAJVA, KOYLI, Vadodara 391410",Residential/Group Housing,nestserenity23@gmail.com,9998702118,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/RAA13273/080424/310328,Vadodara,08-04-2024
6482,PARTH RESIDENCY,PARTH DEVELOPERS,"50, AMIT NAGAR SOCIETY, VIP ROAD, KARELIBAUG, VADODARA Vadodara 390018",Residential/Group Housing,parthdevelopers2020@gmail.com,9825059646,PR/GJ/VADODARA/VADODARA/Vadodara Urban Development Authority/RAA13620/030624/310328,Vadodara,03-06-2024
6483,SIDDHARTH PALLADIUM,SHREENATH INFRA,"0,1 JAGDAMBA SOCIETY, NEAR JAY LAXMI DULPEX, MANJALPUR Vadodara 390011",Residential/Group Housing,dhanushalgotar@gmail.com,8160469889,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA14411/141124/310725,Ahmedabad,14-11-2024
6484,TULSI VILLA,SHYAM ENTERPRISE,"nirmal nagar society, chikuwadi nana varachha, kapodara surat city, surat Surat 395006",Residential/Group Housing,ashoklukhi12@gmail.com,9099278081,PR/GJ/BHARUCH/HANSOT/Bharuch- Ankleshwar Urban Development Authority/RAA13118/140324/311027,Bharuch,14-03-2024
6485,MADHAV UPVAN-1,SIDDH BUILDCON,"76, SHYAM BUNGLOWS, PART-1 IOC ROAD, CHANDKHEDA Ahmedabad 382424",Residential/Group Housing,siddhbuildcon10@gmail.com,9898121698,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RAA13528/200524/311227,Gandhinagar,20-05-2024
6486,BHAGWAT ELITA,SIDDHESHWAR DEVELOPER,"T.P.S. NO:- 84 (KOSAD-BHARTHANA-KOSAD-MOTA-VARACHHA-ABRAMA), BLOCK NO.:- 559/B,O.P. NO:- 167/1+167/2, F.P. NO:- 167 PAIKEE SUB DIVISION NO-2, MOJE:- MOTA-VARACHHA, TA:- ADAJAN, DIST:- SURAT MOTA VARACHHA Surat 394105",Residential/Group Housing,abhikumbhani96@gmail.com,9925230646,PR/GJ/SURAT/CHORYASI/Surat Municipal Corporation/RAA13191/270324/311229,Surat,27-03-2024
6487,AKSHAR EVOQ,KESHAV NARAYAN INFRA,"A 303 PUNCHMUKHI HEXA, OPP. SAMPRANT RESIDENCY. SHILAJ CANAL ROAD, BOPAL, AHMEDABAD Ahmedabad 380058",Residential/Group Housing,keshavnarayaninfra@gmail.com,9825188174,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13830/120724/311227,Ahmedabad,12-07-2024
6488,EVERMARK 11,MND DEVELOPERS,"Shop No. 111, K P Landmark, Near Bright School, Bhayali Vadodara 391410",Residential/Group Housing,mnddevelopers@gmail.com,9974746404,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/RAA14017/160824/311226,Vadodara,16-08-2024
6489,AURA NINE,KP INFRA,"SURVEY NO 249/1,249/2 & 249/3, OPPOSITECLASSIC PARK NEAR KAJAL PARK,GYASPUR Ahmedabad 380055",Residential/Group Housing,auranine2024@gmail.com,9825125907,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13374/230424/300627,Ahmedabad,23-04-2024
6490,Dev Residency,SUNBEACH DEVELOPERS LLP,"501, DHARNENDRA ANKLEV, OPP. JAIN NAGAR, ANCHER, SABARMATI SABARMATI, AHMEDABAD Ahmedabad 380005",Residential/Group Housing,sunbeachdevelopersllp@gmail.com,9428000416,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13486/090524/311228,Ahmedabad,09-05-2024
6491,SWARG,DOBARIYA DEVELOPERS,"AVKASH,F P NO 58 T P S NO 51,BESIDE SHUBHAM BUILDING,NR L P SAVANI SCHOOL DABHOLI,MAHIDHARPURA,SURAT CITY,SURAT CITY,SURAT,GUJARAT 395004 Surat 395004",Residential/Group Housing,avkashp2@gmail.com,9825974683,PR/GJ/SURAT/CHORYASI/Surat Municipal Corporation/RAA13035/260224/311228,Surat,26-02-2024
6492,FOREVER YOUNG BUNGALOWS,FOREVER INFRA,": B-803 Fortune Business, Nr. Shell petrol pump, Science city road Science city, Sola, Ahmedabad Ahmedabad 380060",Residential/Group Housing,foreverinfra21@gmail.com,9016920666,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/RAA13216/300324/151227,Ahmedabad,30-03-2024
6493,ANTRIKSH,REAL HOME DEVELOPER,"THE ANTRIKSH, OPP SHALIGRAM HEIGHTS, NEARR ATLANTA SHOPPING MALL, BLOCK NO 230-1, F.P. NO.69, T.P.S. NO.37 (ALTHAN-SOUTH), ALTHAN Surat 395017",Residential/Group Housing,unisonantriksh@gmail.com,9099937529,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA13072/040324/311228,Surat,04-03-2024
6494,AHM EWS TYPE -II,BILIMORA NAGARPALIKA,"NAGAR SEVA SADAN, OPP-GAYATRI TEMPLE SOMNATH ROAD, BILIMORA Navsari 396321",Residential/Group Housing,np_bilimora@yahoo.co.in,8799244073,PR/GJ/NAVSARI/GANDEVI/Bilimora Municipality/RAA13385/230424/311227,Navsari,23-04-2024
6495,THE FIRST,RADHE DEVELOPERS,3 VRUNDAVAN BUNGLOWS NR. TOMAR GAS AGENCY NIKOL AHMEDABAD Ahmedabad 382350,Residential/Group Housing,legal.thefirst22@gmail.com,9601601714,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA11477/170323,Ahmedabad,17-03-2023
6496,KALAV-140,RALSI DEVELOPERS,"FF-1, Dholeshwar Residency, Opp. BRTS Bus Stop Ghuma, Ahmedabad Ahmedabad 380058",Residential/Group Housing,kunjalpatel077@yahoo.com,9724342402,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/RAA13132/A1R/191224/311228,Ahmedabad,15-03-2024
6497,SHYASWA SAROVAR,BEQUEST INFRAPROJECTS LLP,"3rd floor,KIFS Tower, Ambali-Bopal road Ahmedabad Ahmedabad 380058",Residential/Group Housing,bequestinfraprojectsllp@gmail.com,9090147000,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13078/050324/311229,Ahmedabad,05-03-2024
6498,AURELIA,SHIV BUILDCON,"F-501, Atishay Shivalay, Nr. Saamath Heaven-4, TP -44, Chandkheda, Ahmedabad 382424",Residential/Group Housing,shivbuildcon2809@gmail.com,8200688921,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RAA13145/190324/311227,Gandhinagar,19-03-2024
6499,SHREE KUNJ,BIPIN LALJIBHAI GADHIYA,"502, AAGAM DARSHAN APPARTMENT,ADARSH SOCIETY ATHWAGATE,SURAT Surat 395001",Residential/Group Housing,2023.shreekunj@gmail.com,7434910000,PR/GJ/SURAT/CHORYASI/Surat Urban Development Authority/RAA13838/150724/311227,Surat,15-07-2024
6500,Heer cottage (D),K S INFRATECH,shop no -1 f.f.1 heer cottage -1 chhapra road navsari NAVSARI Navsari 396445,Residential/Group Housing,ksinfra462@gmail.com,9924969794,PR/GJ/NAVSARI/NAVSARI/Navsari Municipality/RAA13593/310524/311228,Navsari,31-05-2024
6501,ARJUN LUXURIA,ARJUN EMPIRE,8 MARUIDHAM SOCIETY VIBHAG 1 MARUTI CHOWK SATELIGHT ROAD MOTA VARACHHA SURAT Surat 394101,Residential/Group Housing,empirearjun711@gmail.com,9574747974,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA13440/040524/310828,Surat,04-05-2024
6502,RAMESHWARAM IVAAN PHASE-II,JAGDAMBA REALTY,"BLOCK NO 209, TP 9 (PALANPOR-BHESAN) FP 117, RAMESHWRAM IVAAN, BESIDE NAKSHATRA GALAXIA, PALANPORE, SURAT CITY, SURAT. PALANPOR Surat 395009",Residential/Group Housing,rameshwaramivaan2021@gmail.com,9726466000,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA13447/040524/311230,Surat,04-05-2024
6503,SHANTAM LUXURIA,UNITY INFRA,"E-24, VALMIKINAGAR SOCIETY, NEW SAMA ROAD, Vadodara 390009",Residential/Group Housing,unityinfravadodara@gmail.com,9898029344,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/RAA13446/040524/311229,Vadodara,04-05-2024
