Registration Certificate Number,Project Name,Builder,Project Location,Project District,INTERNAL ROADS AND PAVEMENTS,WATER SUPPLY SYSTEM,STORM WATER DRAINAGE,ELECTRICITY SUPPLY SYSTEM,SEWAGE TREATMENT & GARBAGE DISPOSAL,STREET LIGHTING,SECURITY AND FIRE FIGHTING,PLAYGROUNDS AND PARKS,CLUB HOUSE/COMMUNITY CENTRE,SHOPPING AREA,RENEWABLE ENERGY SYSTEM,SCHOOL,HOSPITAL/DISPENSARY,ANY OTHER,No. of Flats/Apartments constructed,No. of Flats/ Apartments booked,Land area of the project,Projected date of completion,Percentage completion,FLOORING DETAILS OF VARIOUS PARTS OF HOUSE,KITCHEN DETAILS,DOORS AND WINDOS FRAMES,ELECTRIC FITTINGS,LIFT DETAILS,ELECTRICAL FITTINGS,INTERNAL FINISHING,Document URL,OC Document Path
306 OF 2017 DATED 17.10.2017,THE HEARTSONG,EXPERION DEVELOPERS PVT. LTD.,"SECTOR 108, GURUGRAM",GURUGRAM,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,4.389 (Acre),Not available,Not available,"GOOD QUALITY VITRIFIED TILES, LAMINATED WOODEN FLOORING, CERAMIC TILES, IMPORTED AND INDIAN MARBLE ETC.",GRANITE COUNTER AND SINK PROVIDED.,"HARD WOOD DOOR FRAME SKIN MOULDED DOOR WITH ENAMEL PAINT AS APPLICABLE /LAYOUT, MAIN ENTRY DOOR FACTORY PRESSED VENEERED FLUSH DOOR, EXTERNAL DOORS AND WINDOW IN POWDER COATED ALUMINIUM WITH GLASS.",PROVIDED AS PER REQUIREMENT,2 NOS. 13 PASSENGERS HAVE BEEN INSTALLED IN EACH TOWER.,PROVIDED AS PER REQUIREMENT,NA,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NTkz,oc\306 OF 2017-OC_uploaded.pdf
300 OF 2017 DATED 13.10.2017,PARK SPACIO,BPTP LTD.,SECTOR 37-D,GURUGRAM,92,1080.98,No,944.12,59.95,55,399.65,440.87,0,0,39.96,0,0,0,712,637,77680 (Sqr/mtrs),12-10-2020,5,"VITRIFIED TILES IN LIVING& DRAWING, KITCHEN, WOODEN FLOORING IN ALL BEDROOMS.",FLOORING –VITRIFIED TILES DADO -CERAMIC TILES,OUTER - UPVC INTERNAL –RED MIRANDI SIZE-125MMX65MM,LEGRAND & EQUIVILENT,2 NOS.,LEGRAND & EQUIVILENT,ACRYLIC EMULSION,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NDU0,oc\300 OF 2017 DATED 13.10.2017-OC_uploaded.pdf
299 OF 2017 DATED 13.10.2017,PARK TERRA,BPTP LTD.,SECTOR 37-D,GURUGRAM,226.84,86.01,No,418.02,132.41,78.79,780.66,87.83,348.34,0,0,0,0,0,456,380,63075 (Sqr/mtrs),12-10-2020,0,LIVING& DRAWING& KITCHEN- IMPORTED MARBLE TOILETS –VITRIFIED TILLES BALCONY-CERAMIC TILES,MODULAR KITCHEN,EXTERNAL –UPVC INTERNAL- FRAME-RED MIRANDI DOORS – FLUSH DOORS,LEGRAND,2 NOS.,LEGRAND,OBD /ACRYLIC EMULSION PAINT,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/MzYx,oc\299 OF 2017-OC_uploaded.pdf
54 OF 2017 DATED 17.08.2017,GODREJ ICON (ICONIC TOWER),OASIS LANDMARKS LLP,"SECTOR 88-A & 89-A, HARSARU,
GURUGRAM",GURUGRAM,521,373,Yes,1399,144,86,230,82,1300,106.07,50,500,0,10020.1,88,21,0.475 (Acre),08-09-2020,100,"VITRIFIED TILE OR EQUIVALENT IN LIVING/DINING, WOODEN FLOORING OR EQUIVALENT IN BEDROOMS, ANTI-SKID TILES OR EQUIVALENT IN TOILETS, KITCHEN, BALCONY & UTILITY",GRANITE COUNTER WITH SINK AND CP FITTINGS,"TEAK FRAME IN MAIN DOOR, RED MERANDI/ FLUSH DOOR IN INTERNAL DOORS, ALUMINIUM FRAME WITH GLASS FOR WINDOWS & SLIDING DOOR WINDOWS",PHILLIPS OR EQUIVALENT LED LIGHTS IN COMMON AREA,STONE ARCHITRAVE AND ITALIAN MARBLE FLOORING IN CAR BODY AND GRANITE CLADDING,LED LIGHTS IN COMMON AREA,ACRYLIC EMULSAN,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NTQ4,oc\288 OF 2017-OC_uploaded.pdf
285 OF 2017 DATED 10.10.2017,SOVEREIGN PARK,VATIKA SOVEREIGN PARK PVT. LTD.,"SECTOR 99, GURUGRAM",GURUGRAM,186.61,55.29,No,103.67,62.20,41.47,13.82,34.56,0,0,0,0,0,14763.97,165,45,21717.00 (Sqr/mtrs),30-03-2021,36,REFER SECTION BELOW,REFER SECTION BELOW,REFER SECTION 14,"IS COMPLIANT MODULAR SWITCHES / SOCKETS, SWITCH GEAR AND DISTRIBUTION BOXES FROM STANDARD MAKES AND BRAND.",SPACIOUS ELEVATORS WITH PLEASING INTERIORS. HIGH SPEED ELEVATORS FOR HIGH RISE TOWERS.,"IS COMPLIANT MODULAR SWITCHES / SOCKETS, SWITCHGEAR AND DISTRIBUTION BOXES FROM STANDARD MAKES AND BRAND.",REFER SECTION BELOW,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NzEx,oc\285 OF 2017-OC_uploaded.pdf
61 OF 2017 DATED 17.8.2017,GODREJ ARIA @ 101 ( VOL. I),WONDER CITY BUILDCON PVT.LTD,"SECTOR-79, VILLAGE NAURANGPUR
, MANESAR, GURUGRAM",GURUGRAM,815.20,240.73,No,890.60,149.45,153.96,166.54,263.10,1348.74,121.08,21.75,0,0,14600.24,738,433,13.60625 (Acre),28-02-2021,81,LAMINATED WOODEN FLOOR IN BEDROOMS/ANTI SKID CERAMIC TILES IN TOILETS/ANTI SKID TILES IN KITCHEN AND BALCONY,"ANTI SKID TILE FLOOR/CERAMIC TILE 2'-0"" ABOVE COUNTER FOR WALLS/GRANITE TOP WITH STAINLESS STEEL SINK WITH DRAINBOARD","EXTERNAL- ANODIZED/POWER COATED ALUMINUM/UPVC ,INTERNAL- HARDWOOD FRAME",MODULAR SWITCHES,TILE/STONE ARCHITRAVE WITH ACRYLIC EMULSION,MODULAR SWITCHES,"WALLS-ACRYLIC EMULSION/TILE CLADDING , FLOOR- LAMINATED WOODEN FLOOR/ANTISKID CERAMIC TILES",https://haryanarera.gov.in/assistancecontrol/view_corrigendum/OTc4,oc\281 of 2017-OC_uploaded.pdf
279 OF 2017 DATED 09.10.2017,THE EDGE TOWERS,RAMPRASTHA PROMOTERS AND DEVELOPERS PVT. LTD.,"SECTOR 44, GURUGRAM",GURUGRAM,158.40,74.39,Yes,241.16,147.38,45.82,185.41,33.00,0,0,16.00,0,0,0,800,771,30634.70 (Sqr/mtrs),31-12-2024,30,MASTER BEDROOM: LAMINATED WOODEN FLOORING LIVING / DINING / PASSAGE & LOBBY WITHIN APARTMENT & BEDROOMS: VITRIFIED TILES BALCONY: ANTI-SKID TILES KITCHEN & TOILETS: ANTI-SKID VITRIFIED TILES,STAINLESS STEEL SINK WITH DRAINBOARD,INTERNAL DOORS: HARDWOOD DOOR FRAMES VENEERED & POLISHED / SKIN MOULDED SHUTTERS EXTERNAL GLAZING'S: POWDER-COATED ALUMINIUM GLAZING,"MODULAR TYPE SWITCHES & SOCKETS, COPPER WIRING (FITTINGS LIKE FANS, LIGHTS FIXTURES, GEYSERS, APPLIANCES ETC. ARE NOT PROVIDED) & POWER BACK-UP.",3 LIFTS IN EACH TOWER,"MODULAR TYPE SWITCHES & SOCKETS, COPPER WIRING (FITTINGS LIKE FANS, LIGHTS FIXTURES, GEYSERS, APPLIANCES ETC. ARE NOT PROVIDED) & POWER BACK-UP.",ACRYLIC EMULSION,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NDg=,oc\279 OF 2017-OC_uploaded.pdf
256 OF 2017 DATED 03.10.2017,PALM HILLS,EMAAR MGF LAND LTD.,"SECTOR-77, VILLAGE SHIKOHPUR,
GURUGRAM",GURUGRAM,243.17,312.09,Yes,86.06,46.25,2.75,202.58,16.56,0,273,5.54,0,0,1.58,335,328,5.93 (Acre),24-12-2019,100,VITRIFIED TILES / LAMINATED WOODEN FLOORING / CERAMIC TILE,NA,SEASONED HARDWOOD FRAME / UPVC,MODULAR SWITCHES,PROVIDED,NA,NA,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NTY5,oc\256 OF 2017-OC_uploaded.pdf
389 OF 2017 DATED 22.12.2017,FERNHILL (PHASE II),ANSAL PROPERTIES & INFRASTRUCTURE LTD.,"SECTOR 91, GURUGRAM, HARYANA",GURUGRAM,0,0,No,0,0,0,0,0,0,0,0,0,0,0,704,704,9.912 (Acre),31-12-2019,70,"VITRIFIED TILES, LAMINATED WOODEN FLOORING","CERAMIC TILES, POLISHED GRANITE",NA,NA,NA,NA,NA,Not Found,Not Available
233 OF 2017 DATED 19.09.2017,AVENUE 51 ( AFFORDABLE GROUP HOUSING PROJECT),GLS INFRAPROJECTS PVT.LTD,"SECTOR-92, GURUGRAM",GURUGRAM,128.6784,176.4064,No,207.445,130.238,50,136.47,40.553,410,0,15.5,0,0,0.07,912,912,6.3125 (Acre),20-07-2021,0,TILES,TILES,PAINTED HARDWOOD WITH FLUSH DOOR AND POWDER COATED ALUMINIUM WIINDOWS/DOOR FRAME,"USE OF ISI MARK PRDUCT FOR WIRING, SWITCHES AND SOCKETS",AS PER NBCC CODE,NA,OBD,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NDQ0,oc\233 OF 2017-OC_uploaded.pdf
232 OF 2017 DATED 19.09.2017,10 ACRES (AFFORDABLE GROUP HOUSING PROJECT),GLS INFRATECH PVT.LTD,"SECTOR-4, KHAIKA, GURUGRAM",GURUGRAM,165,226.2,No,250.50,167,45,175,52,450,0,15.50,0,0,0,1632,1632,10 (Acre),10-04-2020,70,TILES,TILES,"PAINTED HARDWOOD WITH FLUSH DOOR, POWDER COATED UPVC DOOR/WINDOWS FRAME","USE OF ISI MARK PRODUCT OF SWITCHES, SOCKETS AND WIRES.",AS PER NBCC CODE,NA,OIL BOUND DISTEMPER,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/Njc=,oc\232 OF 2017-OC_uploaded.pdf
15 OF 2018 DATED 19.01.2018,10.5437 ACRES GROUP HOUSING COLONY,CHD DEVELOPERS LTD.,"SECTOR-71, GURUGRAM",GURUGRAM,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not Found,Not Available
207 OF 2017 DATED 15.09.2017,SAMSARA PART I,ADANI BRAHMA SYNERGY PVT LTD,"SECTOR 60, TEHSIL WAZIRABAD,
GURUGRAM, HARYANA",GURUGRAM,0,0,No,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,5148 (Sqr/mtrs),Not available,Not available,IMPORTED MARBLE/ LAMINATED FLOORING/ VITRIFIED TILES/ CERAMIC TILE,MODULAR KITCHEN,UPVC WINDOWS,NA,6 PASSENGERS LIFT,NA,NA,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NDQy,oc\207 OF 2017 DATED 15.09.2017-OC_uploaded.pdf
197 OF 2017 DATED 15.09.2017,SAMSARA PART II,ACHALESWAR INFRASTRUCTURE PVT. LTD,"SECTOR-60, WAZIRABAD , GURUGR
AM",GURUGRAM,0,0,No,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,1540 (Sqr/mtrs),Not available,Not available,IMPORTED MARBLE/ LAMINATED FLOORING/ VITRIFIED TILES/ CERAMIC TILE,MODULAR KITCHEN,UPVC WINDOWS,NA,6 PASSENGERS LIFT,NA,NA,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NDQx,oc\197 OF 2017 DATED 15.09.2017-OC_uploaded.pdf
8(A) OF 2018 DATED 01.02.2018,GULMOHAR TOWER (TOWER-A),RAHEJA DEVELOPERS LTD,SECTOR- 99A,GURUGRAM,321,453.71,No,0,50,14.37,30.41,0,0,0,0,0,0,0,140,88,2.28 (Acre),31-12-2022,0,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Available
15 OF 2018 DATED 19.01.2018,10.5437 ACRES GROUP HOUSING COLONY,CHD DEVELOPERS LTD.,"SECTOR-71, GURUGRAM",GURUGRAM,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not Found,Not Available
186 OF 2017 DATED 14.09.2017,GROUP HOUSING COLONY,GATEVIDA DEVELOPERS PRIVATE LIMITED,"SECTOR 112/113, VILLAGE BAJGH
ERA, GURUGRAM",GURUGRAM,124.88,116.92,Yes,71.63,80.24,12.35,0,4.52,44.70,0,0,0,0,637.538,101,8,4.038 (Acre),15-02-2019,100,"MARBLE, LAMINATED WOOD, ENGINEERED WOOD, TILES","VITRIFIED TILE FLOORING, 600MM HIGH TILE DADO ON WALLS, STAINLESS STEEL SINK, EXHAUST FAN","EXTERNAL WINDOWS/DOORS –ALUMINIUM , INTERNAL DOORS WOODEN PAINTED/POLISHED DOOR FRAMES",MODULAR SWITCHES,BRANDED LIFTS,MODULAR SWITCHES,PLASTICEMULSION/ OBD PAINT,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/OTM0,oc\186 OF 2017-OC_uploaded.pdf
184 OF 2017 DATED 14.09.2017,AFFORDABLE GROUP HOUSING COLONY,CHIRAG BUILDTEC PRIVATE LIMITED,"SECTOR 95, VILLAGE DHORKA, GR
UGRAM",GURUGRAM,41.44,176.20,Yes,10.91,69.74,7.69,12.24,0,0,0,0,0,0,0.3811,0,640,5.04375 (Acre),01-02-2018,45,CERAMIC/VITRIFIED TILES,"CERAMIC TILES, PAINT, GREEN MARBLE, SINK","BALCONY DOORS, WINDOWS- ALUMINIUM FRAMING WITH GLASS",LED LIGHTS IN COMMON AREA,12-13 PASSENGER WITH ARD,LED LIGHTS IN COMMON AREA,PAINT,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NDc2,oc\184 OF 2017-OC_uploaded.pdf
178 OF 2017 DATED 01.09.2017,AFFORDABLE GROUP HOUSING COLONY,PIVOTAL INFRASTRUCTURE PVT LTD,"SECTOR 62, ULLAHAWAS, GURUGRA
M",GURUGRAM,179.63,226.41,Yes,400,89.56,7.78,100,3.54,39.76,387.587,40,0,0,0,740,740,5.06875 (Acre),27-07-2021,45,TILES,TILES,PAINTED HARDWOOD WITH FLUSH DOOR AND POWDER COATED/ANODIZED ALUMINIUM FRAME WINDOWS,"USE OF ISI MARKED PRODUCTS FOR WIRING, SWITCHES AND CIRCUITS",SCHINDLER MAKE,NA,OBD,Not Found,Not Available
170 OF 2017 DATED 29.08.2017,GROUP HOUSING COLONY,ADANI M2K PROJECTS LLP,"KHEDKI MAZRA, SECTOR 102/102A
, GURUGRAM",GURUGRAM,0,0,No,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,5148 (Sqr/mtrs),Not available,Not available,IMPORTED MARBLE/ LAMINATED FLOORING/ VITRIFIED TILES/ CERAMIC TILE,MODULAR KITCHEN,UPVC WINDOWS,NA,6 PASSENGERS LIFT,NA,NA,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NDcy,oc\170 OF 2017 DATED 29.08.2017-OC_uploaded.pdf
219 OF 2017 DATED 18.09.2017,2.9812 ACRES COMMERCIAL PROJECT,PLUS PROJECTS PVT. LTD,"SECTOR-62, GURUGRAM",GURUGRAM,48.26,130.36,No,200,20,3.75,150,0.86,0,0,0,0,0,0,53,49,0.92 (Acre),30-06-2019,100,"GRANITE IN OPEN COURTYARD , PASSAGE , CORRIDORS & STAIRS , VITRIFIED TILES FLOORING","MODULAR TYPE AND OZONE CHANNELS , FLOORING CERAMIC TILES",CHOKHAT FRAME & WINDOW SHUTTER OF SAG WAN AND POLISHABLE WOOD,"GEYSER , FAN",4 LIFT,"GEYSER , FAN",POP AND PAINT,Not Found,Not Available
329 OF 2017 DATED 23.10.2017,COMMERCIAL COLONY,EXPERION DEVELOPERS PVT. LTD. & OTHERS,"PART-II, SECTOR-15, GURUGRAM,
HARYANA",GURUGRAM,143.1,0,Yes,0,80.47,15.15,0,8.25,0,0,0,0,0,5706.03,553,381,3.95 (Acre),31-03-2021,100,"ARRIVAL LOBBY & LIFT LOBBY- IMPORTED MARBLE, OFFICE/RETAIL - CONCRETE FLOOR, STAIRCASE - KOTA",NA,"WOODEN / ALUMINUM FRAMES, TOILETS – FLUSH DOOR LAMINATED",MODULAR SWITCH SOCKETS IN COMMON AREA,8 PASSENGER + 1 SERVICE LIFT (SCHINDLER),MODULAR SWITCH SOCKETS,COMMON AREA/LIFT LOBBY - STONE CLADDING /OBD/ ACRYLIC EMULSION,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NTk1,oc\164 OF 2017-OC_uploaded.pdf
162 OF 2017 DATED 29.08.2017,EMERALD HILLS,EMAAR MGF LAND LTD.,"SECTOR 62 AND 65, BADSHAHPUR,
GURUGRAM",GURUGRAM,2330.57,29.17,Yes,510.59,474.07,90.38,78.28,862.61,0,0,164.64,0.200,0,0.500,823,752,55.962 (Acre),22-08-2022,90,VITRIFIED TILES / LAMINATED WOODEN FLOORING,NA,NA,MODULAR SWITCHES,PROVIDED,MODULAR SWITCHES,NA,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NjI2,oc\162 OF 2017 DATED 29.08.2017-OC_uploaded.pdf
15 OF 2018 DATED 19.01.2018,10.5437 ACRES GROUP HOUSING COLONY,CHD DEVELOPERS LTD.,"SECTOR-71, GURUGRAM",GURUGRAM,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not Found,Not Available
148 OF 2017 DATED 28.08.2017,LA VIDA,"SECTOR -113,GATEVIDA DEVELOPERS PVT.LTD.","VILLAGE BAJGHERA SECTOR-112/1
13,GURUGRAM",GURUGRAM,216.25,176.73,No,206.08,136.76,35.46,418.00,36.20,0,0,4.36,0,0,7254.595,0,165,5.989 (Acre),31-12-2022,2,VITRIFIED TILE FLOORING,"MODULAR SWITCHES , STAINLESS STEEL SINK AND EXHAUST FAN",NA,NA,NA,NA,NA,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/MTAwNw==,oc\148 OF 2017-OC_uploaded.pdf
137 OF 2017 DATED 28.08.2017,GREEN COURT,ASTER INFRAHOME PVT. LTD.,"SECTOR-90, VILLAGE- HAYATPUR,
GURUGRAM",GURUGRAM,192.12,279.54,Yes,0,258.27,38.41,0,7.80,20,1500,0,20,0,401.18,1658,1613,10.0125 (Acre),15-05-2020,15,CERAMIC TILES/ VITRIFIED TILES,NON MODULAR,HARDWOOD DOOR FRAMES WITH FLUSH PANEL/FLUSH DOOR/SKIN DOOR,ISI MARKED,2 IN EACH TOWER,ISI MARKED,DISTEMPER,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/ODU=,oc\137 OF 2017-OC_uploaded.pdf
133 OF 2017 DATED 28.08.2017,KSHITIJ,RAMSONS ORGANICS LTD.,"SECTOR-95, GURUGRAM",GURUGRAM,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not Found,Not Available
130 OF 2017 DATED 28.08.2017,AFFORDABLE GROUP HOUSING OF 9.95475 ACRES,BREEZ BUILDERS AND DEVELOPERS PVT.LTD.,"SECTOR-33,SOHNA GURUGRAM",GURUGRAM,390.26,292.47,Yes,0,252.16,38.20,0,7.60,0,0,0,0,0,0,1652,1652,9.95475 (Acre),18-02-2020,100,CERAMIC TILES/VITRIFIED TILES,FITTING FIXTURE SOMANY MARKED CP FITTING CERAMIC TILES UPTO 2 FEET ABOVE THE COUNTER,"PAINTED HARDWOOD FRAME, FLUSH DOORS, MS-Z SECTION FRAME",INDOASAIN MARKED SWITCHES & SOCKETS,OTIS,INDOASIAN SWITCHES & SOCKETS,OBD,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NDY2,oc\130 OF 2017-OC_uploaded.pdf
125 OF 2017 DATED 28.08.2017,"CHINTELS SERENITY-TOWER NO.3,4,5, EWS BLOCK",CHINTELS INDIA LTD.,"VILLAGE BABUPUR,SECTOR-109 GU
RUGRAM",GURUGRAM,275,180,Yes,501,91,10,300,103,330,120,20,0,0,378,120,52,13152 (Sqr/mtrs),31-12-2018,100,LIVING DINING LOBBY ENGINEERING MARBLE BEDROOMS WOODEN FLOORING TOILETS,MODULAR KITCHEN,EXTERNAL ALUMINUM INTERNAL WOODEN,PANASONIC SWITCHES AND SOCKETS,2NOS PER TOWER,PANASONIC SWITCHES AND SOCKETS,PLASTER AND PAINT,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NDY1,oc\125 OF 2017-OC_uploaded.pdf
12 OF 2017 DATED 03.07.2017,ANDOUR HEIGHTS,SARVPRIYA SECURITIES PVT.LTD.,"SECTOR-71, GURURGAM",GURUGRAM,52.17,139.24,Yes,0,114.18,8.29,0,7.56,0,0,0,0,0,0,980,1050,6.00 (Acre),14-03-2020,100,VITRIFIED & CERAMIC TILES,ISI MARKED,"WOODEN(DOOR FRAME), UPVC(WINDOW FRAME)",ISI MARKED,NA,ISI MARKED,NA,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NDg3,oc\12 OF 2017 DATED 03.07.2017-OC_uploaded.pdf
118 OF 2017 DATED 28.08.2017,PARAS DEWS,SEPSET PROPERTIES PVT.LTD.,SECTOR-106 GURUGRAM,GURUGRAM,295.30,412.18,Yes,750.00,157.45,21.11,90.00,10.00,0,0,0,0,0,0,657,657,13.762 (Sqr/mtrs),31-03-2023,95,IMPORTED MARBLE/VERIFID TILES,CERAMIC TILES/PAINT,LAMINATED SHUTTER,HAVELLS/POLYCAB,JOHNSON/THNSSENKPUPP,HAVELLS/POLYCAB,OBD/ PLASTIC EMULSION (ASIAN/ BERGER),https://haryanarera.gov.in/assistancecontrol/view_corrigendum/MzAw,oc\118 OF 2017-OC_uploaded.pdf
115 OF 2017 DATED 28.08.2017,"SOBHA CITY- PHASE 1,PART 2",SOBHA LIMITED,"VILLAGE BABUPUR,SECTOR-108, G
URUGRAM",GURUGRAM,97.35,112.59,Yes,0,62.31,21.36,0,3.29,0,0,0,0,0,0.34708,0,197,0.76635 (Acre),30-04-2022,27,FOR TOWER A2 AND B2:- LAMINATED WOODEN FLOORING AND SKIRTING / VITRIFIED TILE FLOORING AND SKIRTING /CERAMIC TILE. FOR TOWER C2:- NATURAL / ENGINEERED STONE FLOORING AND SKIRTING/ LAMINATED WOODEN FLOORING AND SKIRTING / VITRIFIED TILE FLOORING AND SKIRTING /CERAMIC TILE.,"CERAMIC TILE FLOORING, WALL TILING & PLASTIC EMULSION PAINT FOR CEILING.",FRAME – TIMBER FRAME & SHUTTERS – WITH BOTH SIDE MASONITE SKIN.,FITTING OF REPUTED MAKE APPROVED BY ISI & IS SPECIFICATION.,FOR TOWER A2 AND B2:- CAPACITY - 2 NOS. OF 8 PASSENGER LIFT OF REPUTED MAKE IN ALL TOWERS. FOR TOWER C2:- CAPACITY - 1 NO. OF 15 PASSENGER & 2 NOS. OF 8 PASSENGER LIFT OF REPUTED MAKE.,NA,PLASTIC EMULSION PAINT FOR WALLS & CEILING.,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NDM5,oc\115 OF 2017-OC_uploaded.pdf
106 OF 2017 DATED 24.08.2017,AVL 36 GURGAON,AVL INFRASTRUCTURE PVT.LTD.,"SECTOR-36-A,GURUGRAM",GURUGRAM,0,0,No,0,0,0,0,0,0,0,0,0,0,0,1480,1066,9.06875 (Acre),17-12-2019,100,"LIVING/DINING ROOM, BEDROOM(S), KITCHEN : CERAMIC TILES TOILETS, BATHROOM & BALCONY : SLIP RESISTANCE CERAMIC TILES COMMON AREA : PASSAGE, LIFT LOBBY - TILES STAIRCASE : FINISHED CEMENT CONCRETE",WORKTOP : FINISHED WITH STONE WITH SINGLE BOWL STAINLESS STEEL SINK WALL FINISHING : CERAMIC WALL TILES UP TO 2’-0” HEIGHT ABOVE WORKTOP,"FRAMES : M.S. Z-SECTION DOORS & HARDWARE : COMMERCIAL FLUSH DOOR FINISHED WITH ENAMEL PAINT, FITTED WITH ALUMINIUM HARDWARE FITTINGS WINDOWS AND GLAZING : M.S. Z-SECTION WITH 4MM CLEAR GLASS",PIANO SWITCHES / SOCKETS,PASSENGER LIFT,PIANO SWITCHES / SOCKETS,"INTERNAL : LIVING/DINING ROOM, BED ROOM(S), KITCHEN, TOILET, BATHROOM, BALCONY, PASSAGE, STAIRCASE, LIFT LOBBY, STILT, MACHINE ROOM ETC.: FINISHED WITH TWO COATS OF WHITE OR COLOUR WASH",https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NDYy,oc\113 OF 2017-OC_uploaded.pdf
82 OF 2017 DATED 23.08.2017,AFFODABLE GROUP HOUSING COLONY-ZARA ROSSA,DELURIS BUILDTECH INDIA PVT LTS,"SECTOR 112, BAJGHRA, GURUGRAM",GURUGRAM,290,56,Yes,400,111,20,300,30,0,0,28,0,0,0,Not Found,Not Found,5.00625 (Acre),Not available,Not available,"VITRIFIED TILE IN ROOMS, CERAMIC TILE IN TOILETS",CERAMIC TILE UP TO 2FEET ABOVE COUNTER,ALUMINIUM/UPVC FOR EXTERNAL WINDOWS. WOODEN FRAME IN INTERNAL DOOR,ISI MARK,AS REQUIRED,ISI MARK,OIL BOUND DISTEMPER IN WALL & CEILING,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/ODA3,oc\112 OF 2017-OC_uploaded.pdf
11 OF 2018 DATED 08.01.2018,CENTRUM PARK (PH-I),SELENE CONSTRUCTION LTD,"SECTOR-103, DAULTABAD, GURUGR
AM",GURUGRAM,194.66,179.86,No,759.95,229.82,19.48,249.80,2.52,954.85,0,9.74,0.2,0,0,265,259,89282.758 (Sqr/mtrs),31-07-2018,100,- CERAMIC/ VITRIFIED TILES - LAMINATED WOODEN FLOORING,- ANTISKID TILES AT FLOOR - CERAMIC TILE DADO WITH ACRYLIC EMULSION PAINT. - GRANITE COUNTER AND SS SINK WITH CP FITTINGS,- UPVC DOORS AND WINDOWS - INTERNAL WOODEN FLUSH DOOR WITH VENEER,- MODULAR SWITCHES,- PASSENGER / SERVICE LIFTS PROVIDED,- MODULAR SWITCHES,ACRYLIC EMULSION PAINT,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NTA2,oc\11 OF 2018 DATED 08.01.2018-OC_uploaded.pdf
11 OF 2017 DATED 30.06.2017,GROUP HOUSING PROJECT(ORCHARD AVENUE),SIGNATURE BUILDERS. PVT. LTD.,"SECTOR-93, GURUGRAM",GURUGRAM,190.79,203.53,Yes,0,132.45,19.19,0,3.11,0,0,0,0,0,187.116,729,781,5.00 (Acre),29-09-2020,73.21,VITRIFIED & CERAMIC TILES,ISI MARKED,"WOODEN(DOOR FRAME), UPVC(WINDOW FRAME)",ISI MARKED,NA,ISI MARKED,NA,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NDg2,oc\11 OF 2017 DATED 30.06.2017-OC_uploaded.pdf
